Saison,Équipe,Nom,Valeur marchande (euros)
2022/2023,eintracht-frankfurt,Almamy Touré,2500000.0
2022/2023,eintracht-frankfurt,Jérôme Onguéné,2000000.0
2022/2023,eintracht-frankfurt,Dario Gebuhr,400000.0
2022/2023,eintracht-frankfurt,Luca Pellegrini,7000000.0
2022/2023,eintracht-frankfurt,Philipp Max,3000000.0
2022/2023,eintracht-frankfurt,Christopher Lenz,2500000.0
2022/2023,eintracht-frankfurt,Jan Schröder,200000.0
2022/2023,eintracht-frankfurt,Aurélio Buta,8000000.0
2022/2023,eintracht-frankfurt,Timothy Chandler,700000.0
2022/2023,eintracht-frankfurt,Kristijan Jakic,7000000.0
2022/2023,eintracht-frankfurt,Makoto Hasebe,800000.0
2022/2023,eintracht-frankfurt,Djibril Sow,22000000.0
2022/2023,eintracht-frankfurt,Paxten Aaronson,4500000.0
2022/2023,eintracht-frankfurt,Sebastian Rode,2000000.0
2022/2023,eintracht-frankfurt,Mehdi Loune,300000.0
2022/2023,eintracht-frankfurt,Junior Dina Ebimbe,10000000.0
2022/2023,eintracht-frankfurt,Filip Kostić,22000000.0
2022/2023,eintracht-frankfurt,Daichi Kamada,27000000.0
2022/2023,eintracht-frankfurt,Mario Götze,12000000.0
2022/2023,eintracht-frankfurt,Marcel Wenig,800000.0
2022/2023,eintracht-frankfurt,Jens Petter Hauge,2500000.0
2022/2023,eintracht-frankfurt,Faride Alidou,2500000.0
2022/2023,eintracht-frankfurt,Jesper Lindstrøm,28000000.0
2022/2023,eintracht-frankfurt,Ansgar Knauff,8000000.0
2022/2023,eintracht-frankfurt,Randal Kolo Muani,80000000.0
2022/2023,eintracht-frankfurt,Rafael Borré,9000000.0
2022/2023,eintracht-frankfurt,Lucas Alario,2500000.0
2022/2023,eintracht-frankfurt,Nacho Ferri,500000.0
2022/2023,borussia-monchengladbach,Jonas Omlin,9000000.0
2022/2023,borussia-monchengladbach,Yann Sommer,5000000.0
2022/2023,borussia-monchengladbach,Jan Olschowsky,800000.0
2022/2023,borussia-monchengladbach,Tobias Sippel,400000.0
2022/2023,borussia-monchengladbach,Moritz Nicolas,350000.0
2022/2023,borussia-monchengladbach,Florian Dimmer,100000.0
2022/2023,borussia-monchengladbach,Maximilian Brüll,75000.0
2022/2023,borussia-monchengladbach,Nico Elvedi,18000000.0
2022/2023,borussia-monchengladbach,Jordan Beyer,16000000.0
2022/2023,borussia-monchengladbach,Ko Itakura,12000000.0
2022/2023,borussia-monchengladbach,Marvin Friedrich,4000000.0
2022/2023,borussia-monchengladbach,Mamadou Doucouré,100000.0
2022/2023,borussia-monchengladbach,Ramy Bensebaini,20000000.0
2022/2023,borussia-monchengladbach,Luca Netz,6500000.0
2022/2023,borussia-monchengladbach,Joe Scally,12000000.0
2022/2023,borussia-monchengladbach,Stefan Lainer,3000000.0
2022/2023,borussia-monchengladbach,Tony Jantschke,600000.0
2022/2023,borussia-monchengladbach,Simon Walde,500000.0
2022/2023,borussia-monchengladbach,Julian Weigl,10000000.0
2022/2023,borussia-monchengladbach,Christoph Kramer,2500000.0
2022/2023,borussia-monchengladbach,Manu Koné,40000000.0
2022/2023,borussia-monchengladbach,Florian Neuhaus,12000000.0
2022/2023,borussia-monchengladbach,Oscar Fraulo,2000000.0
2022/2023,borussia-monchengladbach,Rocco Reitz,800000.0
2022/2023,borussia-monchengladbach,Torben Müsel,200000.0
2022/2023,borussia-monchengladbach,Jonas Hofmann,13000000.0
2022/2023,borussia-monchengladbach,Lars Stindl,1000000.0
2022/2023,borussia-monchengladbach,Conor Noß,400000.0
2022/2023,borussia-monchengladbach,Yvandro Borges Sanches,1500000.0
2022/2023,borussia-monchengladbach,Nathan Ngoumou,5000000.0
2022/2023,borussia-monchengladbach,Hannes Wolf,3000000.0
2022/2023,borussia-monchengladbach,Patrick Herrmann,1500000.0
2022/2023,borussia-monchengladbach,Marcus Thuram,32000000.0
2022/2023,borussia-monchengladbach,Alassane Pléa,8000000.0
2022/2023,borussia-monchengladbach,Semir Telalovic,350000.0
2022/2023,vfl-wolfsburg,Koen Casteels,8000000.0
2022/2023,vfl-wolfsburg,Pavao Pervan,400000.0
2022/2023,vfl-wolfsburg,Philipp Schulze,200000.0
2022/2023,vfl-wolfsburg,Niklas Klinger,100000.0
2022/2023,vfl-wolfsburg,Micky van de Ven,30000000.0
2022/2023,vfl-wolfsburg,Maxence Lacroix,17000000.0
2022/2023,vfl-wolfsburg,Sebastiaan Bornauw,8500000.0
2022/2023,vfl-wolfsburg,Paulo Otávio,4000000.0
2022/2023,vfl-wolfsburg,Nicolas Cozza,3500000.0
2022/2023,vfl-wolfsburg,Jérôme Roussillon,3000000.0
2022/2023,vfl-wolfsburg,Ridle Baku,13000000.0
2022/2023,vfl-wolfsburg,Kilian Fischer,2000000.0
2022/2023,vfl-wolfsburg,Bartol Franjic,3000000.0
2022/2023,vfl-wolfsburg,Josuha Guilavogui,2000000.0
2022/2023,vfl-wolfsburg,Mattias Svanberg,18000000.0
2022/2023,vfl-wolfsburg,Felix Nmecha,15000000.0
2022/2023,vfl-wolfsburg,Maximilian Arnold,14000000.0
2022/2023,vfl-wolfsburg,Aster Vranckx,8500000.0
2022/2023,vfl-wolfsburg,Yannick Gerhardt,6000000.0
2022/2023,vfl-wolfsburg,Kevin Paredes,5000000.0
2022/2023,vfl-wolfsburg,Lukas Ambros,200000.0
2022/2023,vfl-wolfsburg,Jakub Kaminski,12000000.0
2022/2023,vfl-wolfsburg,Josip Brekalo,5000000.0
2022/2023,vfl-wolfsburg,Patrick Wimmer,18000000.0
2022/2023,vfl-wolfsburg,Maximilian Philipp,2000000.0
2022/2023,vfl-wolfsburg,Max Kruse,900000.0
2022/2023,vfl-wolfsburg,Jonas Wind,14000000.0
2022/2023,vfl-wolfsburg,Lukas Nmecha,12000000.0
2022/2023,vfl-wolfsburg,Omar Marmoush,6000000.0
2022/2023,vfl-wolfsburg,Bartosz Bialek,3000000.0
2022/2023,vfl-wolfsburg,Luca Waldschmidt,3000000.0
2022/2023,vfl-wolfsburg,Dzenan Pejcinovic,1000000.0
2022/2023,sc-freiburg,Mark Flekken,10000000.0
2022/2023,sc-freiburg,Noah Atubolu,3500000.0
2022/2023,sc-freiburg,Benjamin Uphoff,500000.0
2022/2023,sc-freiburg,Philipp Lienhart,20000000.0
2022/2023,sc-freiburg,Matthias Ginter,18000000.0
2022/2023,sc-freiburg,Keven Schlotterbeck,3000000.0
2022/2023,sc-freiburg,Kenneth Schmidt,3000000.0
2022/2023,sc-freiburg,Manuel Gulde,1500000.0
2022/2023,sc-freiburg,Christian Günter,7500000.0
2022/2023,sc-freiburg,Kimberly Ezekwem,350000.0
2022/2023,sc-freiburg,Kiliann Sildillia,12000000.0
2022/2023,sc-freiburg,Hugo Siquet,3300000.0
2022/2023,sc-freiburg,Lukas Kübler,2500000.0
2022/2023,sc-freiburg,Yannik Keitel,4000000.0
2022/2023,sc-freiburg,Nicolas Höfler,2500000.0
2022/2023,sc-freiburg,Maximilian Eggestein,10000000.0
2022/2023,sc-freiburg,Robert Wagner,1400000.0
2022/2023,sc-freiburg,Jonathan Schmid,900000.0
2022/2023,sc-freiburg,Daniel-Kofi Kyereh,8000000.0
2022/2023,sc-freiburg,Woo-yeong Jeong,3500000.0
2022/2023,sc-freiburg,Merlin Röhl,2000000.0
2022/2023,sc-freiburg,Kevin Schade,25000000.0
2022/2023,sc-freiburg,Vincenzo Grifo,12000000.0
2022/2023,sc-freiburg,Noah Weißhaupt,4000000.0
2022/2023,sc-freiburg,Ritsu Doan,18000000.0
2022/2023,sc-freiburg,Roland Sallai,10000000.0
2022/2023,sc-freiburg,Michael Gregoritsch,8000000.0
2022/2023,sc-freiburg,Lucas Höler,5000000.0
2022/2023,sc-freiburg,Nils Petersen,1500000.0
2022/2023,tsg-1899-hoffenheim,Oliver Baumann,4000000.0
2022/2023,tsg-1899-hoffenheim,Philipp Pentke,300000.0
2022/2023,tsg-1899-hoffenheim,Luca Philipp,300000.0
2022/2023,tsg-1899-hoffenheim,Nahuel Noll,250000.0
2022/2023,tsg-1899-hoffenheim,Stefan Posch,14000000.0
2022/2023,tsg-1899-hoffenheim,Ozan Kabak,10000000.0
2022/2023,tsg-1899-hoffenheim,Stanley Nsoki,5500000.0
2022/2023,tsg-1899-hoffenheim,Kevin Akpoguma,3500000.0
2022/2023,tsg-1899-hoffenheim,Kevin Vogt,2500000.0
2022/2023,tsg-1899-hoffenheim,Eduardo Quaresma,2500000.0
2022/2023,tsg-1899-hoffenheim,John Brooks,2000000.0
2022/2023,tsg-1899-hoffenheim,Ermin Bicakcic,700000.0
2022/2023,tsg-1899-hoffenheim,Joshua Quarshie,250000.0
2022/2023,tsg-1899-hoffenheim,Angeliño,12000000.0
2022/2023,tsg-1899-hoffenheim,Pavel Kaderabek,3000000.0
2022/2023,tsg-1899-hoffenheim,Justin Che,1500000.0
2022/2023,tsg-1899-hoffenheim,Melayro Bogarde,700000.0
2022/2023,tsg-1899-hoffenheim,Diadié Samassékou,7000000.0
2022/2023,tsg-1899-hoffenheim,Angelo Stiller,5000000.0
2022/2023,tsg-1899-hoffenheim,Sebastian Rudy,1000000.0
2022/2023,tsg-1899-hoffenheim,Dennis Geiger,8000000.0
2022/2023,tsg-1899-hoffenheim,Grischa Prömel,7000000.0
2022/2023,tsg-1899-hoffenheim,Tom Bischof,3500000.0
2022/2023,tsg-1899-hoffenheim,Finn Becker,2500000.0
2022/2023,tsg-1899-hoffenheim,Thomas Delaney,2000000.0
2022/2023,tsg-1899-hoffenheim,Umut Tohumcu,1500000.0
2022/2023,tsg-1899-hoffenheim,Robert Skov,6500000.0
2022/2023,tsg-1899-hoffenheim,Christoph Baumgartner,24000000.0
2022/2023,tsg-1899-hoffenheim,Andrej Kramaric,8000000.0
2022/2023,tsg-1899-hoffenheim,Muhammed Damar,1000000.0
2022/2023,tsg-1899-hoffenheim,Jacob Bruun Larsen,3000000.0
2022/2023,tsg-1899-hoffenheim,Georginio Rutter,18000000.0
2022/2023,tsg-1899-hoffenheim,Ihlas Bebou,7000000.0
2022/2023,tsg-1899-hoffenheim,Kasper Dolberg,7000000.0
2022/2023,tsg-1899-hoffenheim,Munas Dabbur,3000000.0
2022/2023,tsg-1899-hoffenheim,Fisnik Asllani,800000.0
2022/2023,1-fc-union-berlin,Frederik Rönnow,5500000.0
2022/2023,1-fc-union-berlin,Lennart Grill,1000000.0
2022/2023,1-fc-union-berlin,Jakob Busk,250000.0
2022/2023,1-fc-union-berlin,Yannic Stein,200000.0
2022/2023,1-fc-union-berlin,Danilho Doekhi,17000000.0
2022/2023,1-fc-union-berlin,Diogo Leite,15000000.0
2022/2023,1-fc-union-berlin,Paul Jaeckel,5000000.0
2022/2023,1-fc-union-berlin,Robin Knoche,5000000.0
2022/2023,1-fc-union-berlin,Timo Baumgartl,3000000.0
2022/2023,1-fc-union-berlin,Dominique Heintz,1200000.0
2022/2023,1-fc-union-berlin,Jérôme Roussillon,3000000.0
2022/2023,1-fc-union-berlin,Tymoteusz Puchacz,1200000.0
2022/2023,1-fc-union-berlin,Niko Gießelmann,1000000.0
2022/2023,1-fc-union-berlin,Julian Ryerson,13000000.0
2022/2023,1-fc-union-berlin,Josip Juranovic,12000000.0
2022/2023,1-fc-union-berlin,Christopher Trimmel,800000.0
2022/2023,1-fc-union-berlin,Rani Khedira,10000000.0
2022/2023,1-fc-union-berlin,Aljoscha Kemlein,250000.0
2022/2023,1-fc-union-berlin,Janik Haberer,7000000.0
2022/2023,1-fc-union-berlin,Aïssa Laïdouni,7000000.0
2022/2023,1-fc-union-berlin,Morten Thorsby,5500000.0
2022/2023,1-fc-union-berlin,András Schäfer,5000000.0
2022/2023,1-fc-union-berlin,Paul Seguin,2500000.0
2022/2023,1-fc-union-berlin,Kevin Möhwald,600000.0
2022/2023,1-fc-union-berlin,Milos Pantovic,1500000.0
2022/2023,1-fc-union-berlin,Genki Haraguchi,1000000.0
2022/2023,1-fc-union-berlin,Sheraldo Becker,17000000.0
2022/2023,1-fc-union-berlin,Levin Öztunali,1200000.0
2022/2023,1-fc-union-berlin,Sven Michel,900000.0
2022/2023,1-fc-union-berlin,Jamie Leweling,3000000.0
2022/2023,1-fc-union-berlin,Tim Skarke,1200000.0
2022/2023,1-fc-union-berlin,Tim Maciejewski,350000.0
2022/2023,1-fc-union-berlin,Jordan,7000000.0
2022/2023,1-fc-union-berlin,Kevin Behrens,2000000.0
2022/2023,1-fc-union-berlin,Andreas Voglsammer,800000.0
2022/2023,vfb-stuttgart,Florian Müller,1500000.0
2022/2023,vfb-stuttgart,Fabian Bredlow,1500000.0
2022/2023,vfb-stuttgart,Dennis Seimen,200000.0
2022/2023,vfb-stuttgart,Florian Schock,200000.0
2022/2023,vfb-stuttgart,Nicolas Glaus,125000.0
2022/2023,vfb-stuttgart,Konstantinos Mavropanos,15000000.0
2022/2023,vfb-stuttgart,Hiroki Ito,10000000.0
2022/2023,vfb-stuttgart,Waldemar Anton,4500000.0
2022/2023,vfb-stuttgart,Dan-Axel Zagadou,2500000.0
2022/2023,vfb-stuttgart,Clinton Mola,500000.0
2022/2023,vfb-stuttgart,Josha Vagnoman,8000000.0
2022/2023,vfb-stuttgart,Pascal Stenzel,1500000.0
2022/2023,vfb-stuttgart,Antonis Aidonis,350000.0
2022/2023,vfb-stuttgart,Mattis Hoppe,150000.0
2022/2023,vfb-stuttgart,Wataru Endo,6500000.0
2022/2023,vfb-stuttgart,Atakan Karazor,4000000.0
2022/2023,vfb-stuttgart,Luca Bazzoli,225000.0
2022/2023,vfb-stuttgart,Naouirou Ahamada,10000000.0
2022/2023,vfb-stuttgart,Nikolas Nartey,1500000.0
2022/2023,vfb-stuttgart,Borna Sosa,12000000.0
2022/2023,vfb-stuttgart,Enzo Millot,7000000.0
2022/2023,vfb-stuttgart,Lilian Egloff,1500000.0
2022/2023,vfb-stuttgart,Mateo Klimowicz,1200000.0
2022/2023,vfb-stuttgart,Genki Haraguchi,1000000.0
2022/2023,vfb-stuttgart,Ömer Beyaz,700000.0
2022/2023,vfb-stuttgart,Laurin Ulrich,500000.0
2022/2023,vfb-stuttgart,Chris Führich,4000000.0
2022/2023,vfb-stuttgart,Darko Churlinov,2200000.0
2022/2023,vfb-stuttgart,Silas,8000000.0
2022/2023,vfb-stuttgart,Tanguy Coulibaly,2500000.0
2022/2023,vfb-stuttgart,Gil Dias,1500000.0
2022/2023,vfb-stuttgart,Sasa Kalajdzic,15000000.0
2022/2023,vfb-stuttgart,Serhou Guirassy,14000000.0
2022/2023,vfb-stuttgart,Tiago Tomás,7000000.0
2022/2023,vfb-stuttgart,Juan José Perea,2000000.0
2022/2023,vfb-stuttgart,Luca Pfeiffer,1700000.0
2022/2023,vfb-stuttgart,Thomas Kastanaras,700000.0
2022/2023,vfb-stuttgart,Alou Kuol,300000.0
2022/2023,1-fsv-mainz-05,Robin Zentner,5000000.0
2022/2023,1-fsv-mainz-05,Finn Dahmen,2500000.0
2022/2023,1-fsv-mainz-05,Lasse Rieß,200000.0
2022/2023,1-fsv-mainz-05,Andreas Hanche-Olsen,7500000.0
2022/2023,1-fsv-mainz-05,Alexander Hack,2500000.0
2022/2023,1-fsv-mainz-05,Maxim Leitsch,2000000.0
2022/2023,1-fsv-mainz-05,Stefan Bell,2000000.0
2022/2023,1-fsv-mainz-05,Danny da Costa,1800000.0
2022/2023,1-fsv-mainz-05,Philipp Schulz,300000.0
2022/2023,1-fsv-mainz-05,Lucas Laux,175000.0
2022/2023,1-fsv-mainz-05,Aarón Martín,7000000.0
2022/2023,1-fsv-mainz-05,Anderson Lucoqui,600000.0
2022/2023,1-fsv-mainz-05,Silvan Widmer,3500000.0
2022/2023,1-fsv-mainz-05,Anton Stach,15000000.0
2022/2023,1-fsv-mainz-05,Edimilson Fernandes,5500000.0
2022/2023,1-fsv-mainz-05,Dominik Kohr,3500000.0
2022/2023,1-fsv-mainz-05,Niklas Tauer,1200000.0
2022/2023,1-fsv-mainz-05,Leandro Barreiro,14000000.0
2022/2023,1-fsv-mainz-05,Merveille Papela,1000000.0
2022/2023,1-fsv-mainz-05,Eniss Shabani,200000.0
2022/2023,1-fsv-mainz-05,Anthony Caci,8500000.0
2022/2023,1-fsv-mainz-05,Angelo Fulgini,9000000.0
2022/2023,1-fsv-mainz-05,Jae-sung Lee,4000000.0
2022/2023,1-fsv-mainz-05,Aymen Barkok,2000000.0
2022/2023,1-fsv-mainz-05,Delano Burgzorg,1500000.0
2022/2023,1-fsv-mainz-05,Kaito Mizuta,225000.0
2022/2023,1-fsv-mainz-05,Brajan Gruda,500000.0
2022/2023,1-fsv-mainz-05,Jonathan Burkardt,10000000.0
2022/2023,1-fsv-mainz-05,Ludovic Ajorque,9000000.0
2022/2023,1-fsv-mainz-05,Marcus Ingvartsen,5500000.0
2022/2023,1-fsv-mainz-05,Nelson Weiper,5000000.0
2022/2023,1-fsv-mainz-05,Karim Onisiwo,3500000.0
2022/2023,1-fsv-mainz-05,Marlon Mustapha,1000000.0
2022/2023,1-fsv-mainz-05,Ben Bobzien,600000.0
2022/2023,fc-augsburg,Tomas Koubek,1000000.0
2022/2023,fc-augsburg,Rafal Gikiewicz,900000.0
2022/2023,fc-augsburg,Daniel Klein,300000.0
2022/2023,fc-augsburg,Benjamin Leneis,100000.0
2022/2023,fc-augsburg,Felix Uduokhai,8500000.0
2022/2023,fc-augsburg,Reece Oxford,5500000.0
2022/2023,fc-augsburg,Maximilian Bauer,3500000.0
2022/2023,fc-augsburg,Jeffrey Gouweleeuw,3000000.0
2022/2023,fc-augsburg,Frederik Winther,1000000.0
2022/2023,fc-augsburg,Renato Veiga,1000000.0
2022/2023,fc-augsburg,Felix Götze,400000.0
2022/2023,fc-augsburg,Daniel Katic,125000.0
2022/2023,fc-augsburg,Iago,5500000.0
2022/2023,fc-augsburg,Mads Pedersen,3500000.0
2022/2023,fc-augsburg,David Colina,1500000.0
2022/2023,fc-augsburg,Robert Gumny,3500000.0
2022/2023,fc-augsburg,Raphael Framberger,800000.0
2022/2023,fc-augsburg,Niklas Dorsch,7000000.0
2022/2023,fc-augsburg,Carlos Gruezo,3000000.0
2022/2023,fc-augsburg,Tobias Strobl,500000.0
2022/2023,fc-augsburg,Julian Baumgartlinger,400000.0
2022/2023,fc-augsburg,Arne Engels,7500000.0
2022/2023,fc-augsburg,Arne Maier,6500000.0
2022/2023,fc-augsburg,Elvis Rexhbecaj,3500000.0
2022/2023,fc-augsburg,Aaron Zehnter,300000.0
2022/2023,fc-augsburg,Fredrik Jensen,2500000.0
2022/2023,fc-augsburg,Josué Mbila,100000.0
2022/2023,fc-augsburg,Rubén Vargas,6500000.0
2022/2023,fc-augsburg,Nathanaël Mbuku,3000000.0
2022/2023,fc-augsburg,André Hahn,1200000.0
2022/2023,fc-augsburg,Lukas Petkov,800000.0
2022/2023,fc-augsburg,Noah Sarenren Bazee,600000.0
2022/2023,fc-augsburg,Daniel Caligiuri,600000.0
2022/2023,fc-augsburg,Ermedin Demirovic,12000000.0
2022/2023,fc-augsburg,Mergim Berisha,12000000.0
2022/2023,fc-augsburg,Ricardo Pepi,9000000.0
2022/2023,fc-augsburg,Dion Beljo,6500000.0
2022/2023,fc-augsburg,Kelvin Yeboah,3500000.0
2022/2023,fc-augsburg,Irvin Cardona,2500000.0
2022/2023,fc-augsburg,Maurice Malone,1800000.0
2022/2023,fc-augsburg,Florian Niederlechner,800000.0
2022/2023,1-fc-koln,Marvin Schwäbe,7000000.0
2022/2023,1-fc-koln,Jonas Urbig,1500000.0
2022/2023,1-fc-koln,Timo Horn,1500000.0
2022/2023,1-fc-koln,Julian Roloff,100000.0
2022/2023,1-fc-koln,Matthias Köbbing,100000.0
2022/2023,1-fc-koln,Timo Hübers,8500000.0
2022/2023,1-fc-koln,Jeff Chabot,5500000.0
2022/2023,1-fc-koln,Luca Kilian,3500000.0
2022/2023,1-fc-koln,Nikola Soldo,1500000.0
2022/2023,1-fc-koln,Elias Bakatukanda,250000.0
2022/2023,1-fc-koln,Rijad Smajic,150000.0
2022/2023,1-fc-koln,Jonas Hector,3500000.0
2022/2023,1-fc-koln,Kristian Pedersen,1200000.0
2022/2023,1-fc-koln,Jan Thielmann,6500000.0
2022/2023,1-fc-koln,Benno Schmitz,3000000.0
2022/2023,1-fc-koln,Kingsley Ehizibue,2500000.0
2022/2023,1-fc-koln,Ellyes Skhiri,13000000.0
2022/2023,1-fc-koln,Dejan Ljubicic,10000000.0
2022/2023,1-fc-koln,Eric Martel,9000000.0
2022/2023,1-fc-koln,Georg Strauch,200000.0
2022/2023,1-fc-koln,Denis Huseinbasic,5000000.0
2022/2023,1-fc-koln,Ondrej Duda,3400000.0
2022/2023,1-fc-koln,Mathias Olesen,1200000.0
2022/2023,1-fc-koln,Florian Kainz,5000000.0
2022/2023,1-fc-koln,Joshua Schwirten,200000.0
2022/2023,1-fc-koln,Linton Maina,6000000.0
2022/2023,1-fc-koln,Justin Diehl,500000.0
2022/2023,1-fc-koln,Dimitrios Limnios,2000000.0
2022/2023,1-fc-koln,Kingsley Schindler,1000000.0
2022/2023,1-fc-koln,Steffen Tigges,3500000.0
2022/2023,1-fc-koln,Davie Selke,2500000.0
2022/2023,1-fc-koln,Mark Uth,1500000.0
2022/2023,1-fc-koln,Tim Lemperle,1500000.0
2022/2023,1-fc-koln,Sargis Adamyan,1000000.0
2022/2023,1-fc-koln,Florian Dietz,1000000.0
2022/2023,1-fc-koln,Anthony Modeste,700000.0
2022/2023,1-fc-koln,Sebastian Andersson,700000.0
2022/2023,1-fc-koln,Damion Downs,250000.0
2022/2023,1-fc-koln,Maximilian Schmid,200000.0
2022/2023,hertha-bsc,Oliver Christensen,4000000.0
2022/2023,hertha-bsc,Tjark Ernst,400000.0
2022/2023,hertha-bsc,Rune Jarstein,300000.0
2022/2023,hertha-bsc,Robert Kwasigroch,200000.0
2022/2023,hertha-bsc,Marc Oliver Kempf,3500000.0
2022/2023,hertha-bsc,Márton Dárdai,3500000.0
2022/2023,hertha-bsc,Linus Gechter,2500000.0
2022/2023,hertha-bsc,Filip Uremovic,2000000.0
2022/2023,hertha-bsc,Agustín Rogel,1500000.0
2022/2023,hertha-bsc,Dedryck Boyata,1000000.0
2022/2023,hertha-bsc,Joel Da Silva Kiala,250000.0
2022/2023,hertha-bsc,Maximilian Mittelstädt,2000000.0
2022/2023,hertha-bsc,Marvin Plattenhardt,1000000.0
2022/2023,hertha-bsc,Lukas Ullrich,750000.0
2022/2023,hertha-bsc,Jonjoe Kenny,3000000.0
2022/2023,hertha-bsc,Deyovaisio Zeefuik,1200000.0
2022/2023,hertha-bsc,Peter Pekarík,500000.0
2022/2023,hertha-bsc,Julian Eitschberger,350000.0
2022/2023,hertha-bsc,Lucas Tousart,9000000.0
2022/2023,hertha-bsc,Ivan Sunjic,1500000.0
2022/2023,hertha-bsc,Tolga Ciğerci,700000.0
2022/2023,hertha-bsc,Pascal Klemens,300000.0
2022/2023,hertha-bsc,Veit Stange,250000.0
2022/2023,hertha-bsc,Suat Serdar,4500000.0
2022/2023,hertha-bsc,Vladimír Darida,1500000.0
2022/2023,hertha-bsc,Marco Richter,5000000.0
2022/2023,hertha-bsc,Jean-Paul Boëtius,1500000.0
2022/2023,hertha-bsc,Kevin-Prince Boateng,700000.0
2022/2023,hertha-bsc,Ibrahim Maza,600000.0
2022/2023,hertha-bsc,Tony Rölke,200000.0
2022/2023,hertha-bsc,Chidera Ejuke,5500000.0
2022/2023,hertha-bsc,Myziane Maolida,1500000.0
2022/2023,hertha-bsc,Kelian Nsona,800000.0
2022/2023,hertha-bsc,Derry Scherhant,700000.0
2022/2023,hertha-bsc,Dodi Lukébakio,12000000.0
2022/2023,hertha-bsc,Stevan Jovetić,1500000.0
2022/2023,hertha-bsc,Krzysztof Piatek,7000000.0
2022/2023,hertha-bsc,Jessic Ngankam,5000000.0
2022/2023,hertha-bsc,Wilfried Kanga,3000000.0
2022/2023,hertha-bsc,Davie Selke,2500000.0
2022/2023,hertha-bsc,Florian Niederlechner,800000.0
2022/2023,sv-werder-bremen,Jiri Pavlenka,3000000.0
2022/2023,sv-werder-bremen,Michael Zetterer,500000.0
2022/2023,sv-werder-bremen,Mio Backhaus,300000.0
2022/2023,sv-werder-bremen,Dudu,200000.0
2022/2023,sv-werder-bremen,Louis Lord,150000.0
2022/2023,sv-werder-bremen,Marco Friedl,7000000.0
2022/2023,sv-werder-bremen,Amos Pieper,6000000.0
2022/2023,sv-werder-bremen,Niklas Stark,5500000.0
2022/2023,sv-werder-bremen,Milos Veljkovic,5500000.0
2022/2023,sv-werder-bremen,Anthony Jung,1500000.0
2022/2023,sv-werder-bremen,Fabio Chiarodia,1000000.0
2022/2023,sv-werder-bremen,Tim Dietrich,200000.0
2022/2023,sv-werder-bremen,Lee Buchanan,3500000.0
2022/2023,sv-werder-bremen,Felix Agu,1000000.0
2022/2023,sv-werder-bremen,Mitchell Weiser,6000000.0
2022/2023,sv-werder-bremen,Jean Manuel Mbom,800000.0
2022/2023,sv-werder-bremen,Ilia Gruev,3000000.0
2022/2023,sv-werder-bremen,Nicolai Rapp,700000.0
2022/2023,sv-werder-bremen,Christian Groß,500000.0
2022/2023,sv-werder-bremen,Tom Berger,200000.0
2022/2023,sv-werder-bremen,Jens Stage,5000000.0
2022/2023,sv-werder-bremen,Leonardo Bittencourt,2800000.0
2022/2023,sv-werder-bremen,Niklas Schmidt,2500000.0
2022/2023,sv-werder-bremen,Dikeni Salifou,200000.0
2022/2023,sv-werder-bremen,Romano Schmid,4500000.0
2022/2023,sv-werder-bremen,Eren Dinkçi,1000000.0
2022/2023,sv-werder-bremen,Benjamin Goller,450000.0
2022/2023,sv-werder-bremen,Maximilian Philipp,2000000.0
2022/2023,sv-werder-bremen,Nick Woltemade,1500000.0
2022/2023,sv-werder-bremen,Niclas Füllkrug,13000000.0
2022/2023,sv-werder-bremen,Marvin Ducksch,7500000.0
2022/2023,sv-werder-bremen,Oliver Burke,2500000.0
2022/2023,fc-schalke-04,Alexander Schwolow,900000.0
2022/2023,fc-schalke-04,Ralf Fährmann,400000.0
2022/2023,fc-schalke-04,Justin Heekeren,250000.0
2022/2023,fc-schalke-04,Michael Langer,50000.0
2022/2023,fc-schalke-04,Malick Thiaw,20000000.0
2022/2023,fc-schalke-04,Moritz Jenz,7500000.0
2022/2023,fc-schalke-04,Sepp van den Berg,5000000.0
2022/2023,fc-schalke-04,Leo Greiml,1200000.0
2022/2023,fc-schalke-04,Maya Yoshida,900000.0
2022/2023,fc-schalke-04,Marcin Kaminski,700000.0
2022/2023,fc-schalke-04,Timothée Kolodziejczak,400000.0
2022/2023,fc-schalke-04,Ibrahima Cissé,200000.0
2022/2023,fc-schalke-04,Julius Schell,125000.0
2022/2023,fc-schalke-04,Thomas Ouwejan,2000000.0
2022/2023,fc-schalke-04,Jere Uronen,1000000.0
2022/2023,fc-schalke-04,Kerim Calhanoglu,800000.0
2022/2023,fc-schalke-04,Joey Müller,175000.0
2022/2023,fc-schalke-04,Cédric Brunner,1800000.0
2022/2023,fc-schalke-04,Henning Matriciani,1200000.0
2022/2023,fc-schalke-04,Éder Balanta,2000000.0
2022/2023,fc-schalke-04,Florian Flick,1500000.0
2022/2023,fc-schalke-04,Niklas Tauer,1200000.0
2022/2023,fc-schalke-04,Tom Krauß,7000000.0
2022/2023,fc-schalke-04,Alex Král,7000000.0
2022/2023,fc-schalke-04,Rodrigo Zalazar,4000000.0
2022/2023,fc-schalke-04,Danny Latza,500000.0
2022/2023,fc-schalke-04,Nassim Boujellab,400000.0
2022/2023,fc-schalke-04,Mehmet Aydın,1500000.0
2022/2023,fc-schalke-04,Tobias Mohr,1200000.0
