Saison,Équipe,Nom,Valeur marchande (euros)
2022/2023,fc-schalke-04,Florent Mollet,2000000.0
2022/2023,fc-schalke-04,Dominick Drexler,750000.0
2022/2023,fc-schalke-04,Blendi Idrizi,400000.0
2022/2023,fc-schalke-04,Marius Bülter,3000000.0
2022/2023,fc-schalke-04,Soichiro Kozuki,600000.0
2022/2023,fc-schalke-04,Andreas Ivan,125000.0
2022/2023,fc-schalke-04,Jordan Larsson,3000000.0
2022/2023,fc-schalke-04,Tim Skarke,1200000.0
2022/2023,fc-schalke-04,Sidi Sané,200000.0
2022/2023,fc-schalke-04,Michael Frey,2000000.0
2022/2023,fc-schalke-04,Kenan Karaman,1400000.0
2022/2023,fc-schalke-04,Simon Terodde,900000.0
2022/2023,fc-schalke-04,Sebastian Polter,800000.0
2022/2023,fc-schalke-04,Keke Topp,500000.0
2022/2023,vfl-bochum,Manuel Riemann,1000000.0
2022/2023,vfl-bochum,Marko Johansson,400000.0
2022/2023,vfl-bochum,Michael Esser,300000.0
2022/2023,vfl-bochum,Paul Grave,100000.0
2022/2023,vfl-bochum,Erhan Masovic,8000000.0
2022/2023,vfl-bochum,Ivan Ordets,3000000.0
2022/2023,vfl-bochum,Keven Schlotterbeck,3000000.0
2022/2023,vfl-bochum,Jannes Horn,1200000.0
2022/2023,vfl-bochum,Dominique Heintz,1200000.0
2022/2023,vfl-bochum,Tim Oermann,800000.0
2022/2023,vfl-bochum,Vasilios Lampropoulos,500000.0
2022/2023,vfl-bochum,Mohammed Tolba,200000.0
2022/2023,vfl-bochum,Danilo Soares,1800000.0
2022/2023,vfl-bochum,Konstantinos Stafylidis,1200000.0
2022/2023,vfl-bochum,Jordi Osei-Tutu,1200000.0
2022/2023,vfl-bochum,Saidy Janko,1000000.0
2022/2023,vfl-bochum,Cristian Gamboa,600000.0
2022/2023,vfl-bochum,Jacek Goralski,700000.0
2022/2023,vfl-bochum,Anthony Losilla,500000.0
2022/2023,vfl-bochum,Patrick Osterhage,4000000.0
2022/2023,vfl-bochum,Pierre Kunde,1700000.0
2022/2023,vfl-bochum,Kevin Stöger,3000000.0
2022/2023,vfl-bochum,Philipp Förster,2800000.0
2022/2023,vfl-bochum,Gerrit Holtmann,2500000.0
2022/2023,vfl-bochum,Christopher Antwi-Adjei,2200000.0
2022/2023,vfl-bochum,Takuma Asano,4000000.0
2022/2023,vfl-bochum,Tarsis Bonga,300000.0
2022/2023,vfl-bochum,Philipp Hofmann,2800000.0
2022/2023,vfl-bochum,Simon Zoller,1100000.0
2022/2023,vfl-bochum,Lys Mousset,1000000.0
2022/2023,vfl-bochum,Moritz Broschinski,1000000.0
2022/2023,vfl-bochum,Silvere Ganvoula,600000.0
2023/2024,fc-bayern-munchen,Manuel Neuer,4000000.0
2023/2024,fc-bayern-munchen,Daniel Peretz,3000000.0
2023/2024,fc-bayern-munchen,Sven Ulreich,700000.0
2023/2024,fc-bayern-munchen,Max Schmitt,500000.0
2023/2024,fc-bayern-munchen,Tom Ritzy Hülsmann,250000.0
2023/2024,fc-bayern-munchen,Matthijs de Ligt,65000000.0
2023/2024,fc-bayern-munchen,Benjamin Pavard,50000000.0
2023/2024,fc-bayern-munchen,Dayot Upamecano,45000000.0
2023/2024,fc-bayern-munchen,Min-jae Kim,45000000.0
2023/2024,fc-bayern-munchen,Eric Dier,12000000.0
2023/2024,fc-bayern-munchen,Tarek Buchmann,500000.0
2023/2024,fc-bayern-munchen,Alphonso Davies,50000000.0
2023/2024,fc-bayern-munchen,Raphaël Guerreiro,12000000.0
2023/2024,fc-bayern-munchen,Adam Aznou,900000.0
2023/2024,fc-bayern-munchen,Matteo Pérez Vinlöf,600000.0
2023/2024,fc-bayern-munchen,Noussair Mazraoui,30000000.0
2023/2024,fc-bayern-munchen,Sacha Boey,18000000.0
2023/2024,fc-bayern-munchen,Bouna Sarr,1500000.0
2023/2024,fc-bayern-munchen,Max Scholze,700000.0
2023/2024,fc-bayern-munchen,Joshua Kimmich,50000000.0
2023/2024,fc-bayern-munchen,Ryan Gravenberch,35000000.0
2023/2024,fc-bayern-munchen,Aleksandar Pavlovic,30000000.0
2023/2024,fc-bayern-munchen,Noel Aseko,750000.0
2023/2024,fc-bayern-munchen,Luca Denk,250000.0
2023/2024,fc-bayern-munchen,Leon Goretzka,30000000.0
2023/2024,fc-bayern-munchen,Konrad Laimer,30000000.0
2023/2024,fc-bayern-munchen,Taichi Fukui,700000.0
2023/2024,fc-bayern-munchen,Frans Krätzig,2000000.0
2023/2024,fc-bayern-munchen,Jamal Musiala,120000000.0
2023/2024,fc-bayern-munchen,Lovro Zvonarek,3000000.0
2023/2024,fc-bayern-munchen,Jonathan Asp Jensen,1300000.0
2023/2024,fc-bayern-munchen,Kingsley Coman,50000000.0
2023/2024,fc-bayern-munchen,Serge Gnabry,40000000.0
2023/2024,fc-bayern-munchen,Bryan Zaragoza,12000000.0
2023/2024,fc-bayern-munchen,Leroy Sané,70000000.0
2023/2024,fc-bayern-munchen,Thomas Müller,8000000.0
2023/2024,fc-bayern-munchen,Harry Kane,100000000.0
2023/2024,fc-bayern-munchen,Mathys Tel,40000000.0
2023/2024,fc-bayern-munchen,Eric-Maxim Choupo-Moting,2500000.0
2023/2024,bayer-04-leverkusen,Matej Kovar,7000000.0
2023/2024,bayer-04-leverkusen,Patrick Pentz,3000000.0
2023/2024,bayer-04-leverkusen,Lukas Hradecky,2500000.0
2023/2024,bayer-04-leverkusen,Niklas Lomb,250000.0
2023/2024,bayer-04-leverkusen,Edmond Tapsoba,45000000.0
2023/2024,bayer-04-leverkusen,Piero Hincapié,40000000.0
2023/2024,bayer-04-leverkusen,Odilon Kossounou,35000000.0
2023/2024,bayer-04-leverkusen,Jonathan Tah,30000000.0
2023/2024,bayer-04-leverkusen,Alejandro Grimaldo,45000000.0
2023/2024,bayer-04-leverkusen,Josip Stanisic,28000000.0
2023/2024,bayer-04-leverkusen,Arthur,5000000.0
2023/2024,bayer-04-leverkusen,Timothy Fosu-Mensah,800000.0
2023/2024,bayer-04-leverkusen,Granit Xhaka,20000000.0
2023/2024,bayer-04-leverkusen,Robert Andrich,17000000.0
2023/2024,bayer-04-leverkusen,Exequiel Palacios,45000000.0
2023/2024,bayer-04-leverkusen,Nadiem Amiri,7000000.0
2023/2024,bayer-04-leverkusen,Gustavo Puerta,3000000.0
2023/2024,bayer-04-leverkusen,Noah Mbamba,2500000.0
2023/2024,bayer-04-leverkusen,Jeremie Frimpong,50000000.0
2023/2024,bayer-04-leverkusen,Nathan Tella,23000000.0
2023/2024,bayer-04-leverkusen,Florian Wirtz,130000000.0
2023/2024,bayer-04-leverkusen,Jonas Hofmann,10000000.0
2023/2024,bayer-04-leverkusen,Ayman Aourir,300000.0
2023/2024,bayer-04-leverkusen,Amine Adli,30000000.0
2023/2024,bayer-04-leverkusen,Adam Hlozek,12000000.0
2023/2024,bayer-04-leverkusen,Victor Boniface,40000000.0
2023/2024,bayer-04-leverkusen,Patrik Schick,22000000.0
2023/2024,bayer-04-leverkusen,Borja Iglesias,5000000.0
2023/2024,rasenballsport-leipzig,Péter Gulácsi,3000000.0
2023/2024,rasenballsport-leipzig,Janis Blaswich,2000000.0
2023/2024,rasenballsport-leipzig,Timo Schlieck,500000.0
2023/2024,rasenballsport-leipzig,Leopold Zingerle,400000.0
2023/2024,rasenballsport-leipzig,Castello Lukeba,40000000.0
2023/2024,rasenballsport-leipzig,Mohamed Simakan,35000000.0
2023/2024,rasenballsport-leipzig,El Chadaille Bitshiabu,12000000.0
2023/2024,rasenballsport-leipzig,Willi Orbán,10000000.0
2023/2024,rasenballsport-leipzig,Lukas Klostermann,8000000.0
2023/2024,rasenballsport-leipzig,David Raum,20000000.0
2023/2024,rasenballsport-leipzig,Christopher Lenz,1500000.0
2023/2024,rasenballsport-leipzig,Benjamin Henrichs,20000000.0
2023/2024,rasenballsport-leipzig,Hugo Novoa,2500000.0
2023/2024,rasenballsport-leipzig,Xaver Schlager,28000000.0
2023/2024,rasenballsport-leipzig,Amadou Haidara,20000000.0
2023/2024,rasenballsport-leipzig,Nicolas Seiwald,16000000.0
2023/2024,rasenballsport-leipzig,Kevin Kampl,3500000.0
2023/2024,rasenballsport-leipzig,Ilaix Moriba,3000000.0
2023/2024,rasenballsport-leipzig,Xavi Simons,80000000.0
2023/2024,rasenballsport-leipzig,Dani Olmo,50000000.0
2023/2024,rasenballsport-leipzig,Eljif Elmas,20000000.0
2023/2024,rasenballsport-leipzig,Christoph Baumgartner,18000000.0
2023/2024,rasenballsport-leipzig,Fábio Carvalho,14000000.0
2023/2024,rasenballsport-leipzig,Timo Werner,17000000.0
2023/2024,rasenballsport-leipzig,Emil Forsberg,5000000.0
2023/2024,rasenballsport-leipzig,Loïs Openda,60000000.0
2023/2024,rasenballsport-leipzig,Benjamin Sesko,50000000.0
2023/2024,rasenballsport-leipzig,Yussuf Poulsen,6000000.0
2023/2024,borussia-dortmund,Gregor Kobel,40000000.0
2023/2024,borussia-dortmund,Marcel Lotka,1300000.0
2023/2024,borussia-dortmund,Alexander Meyer,800000.0
2023/2024,borussia-dortmund,Nico Schlotterbeck,40000000.0
2023/2024,borussia-dortmund,Niklas Süle,15000000.0
2023/2024,borussia-dortmund,Mats Hummels,5000000.0
2023/2024,borussia-dortmund,Hendry Blank,2500000.0
2023/2024,borussia-dortmund,Antonios Papadopoulos,1000000.0
2023/2024,borussia-dortmund,Ian Maatsen,40000000.0
2023/2024,borussia-dortmund,Ramy Bensebaini,7000000.0
2023/2024,borussia-dortmund,Guille Bueno,600000.0
2023/2024,borussia-dortmund,Julian Ryerson,20000000.0
2023/2024,borussia-dortmund,Marius Wolf,3000000.0
2023/2024,borussia-dortmund,Thomas Meunier,2500000.0
2023/2024,borussia-dortmund,Mateu Morey,800000.0
2023/2024,borussia-dortmund,Salih Özcan,10000000.0
2023/2024,borussia-dortmund,Emre Can,10000000.0
2023/2024,borussia-dortmund,Abdoulaye Kamara,1500000.0
2023/2024,borussia-dortmund,Felix Nmecha,20000000.0
2023/2024,borussia-dortmund,Marcel Sabitzer,20000000.0
2023/2024,borussia-dortmund,Kjell Wätjen,2000000.0
2023/2024,borussia-dortmund,Julian Brandt,40000000.0
2023/2024,borussia-dortmund,Giovanni Reyna,18000000.0
2023/2024,borussia-dortmund,Marco Reus,5000000.0
2023/2024,borussia-dortmund,Ole Pohlmann,1500000.0
2023/2024,borussia-dortmund,Jadon Sancho,30000000.0
2023/2024,borussia-dortmund,Jamie Gittens,28000000.0
2023/2024,borussia-dortmund,Julien Duranville,8500000.0
2023/2024,borussia-dortmund,Thorgan Hazard,5000000.0
2023/2024,borussia-dortmund,Donyell Malen,40000000.0
2023/2024,borussia-dortmund,Karim Adeyemi,28000000.0
2023/2024,borussia-dortmund,Samuel Bamba,800000.0
2023/2024,borussia-dortmund,Youssoufa Moukoko,22000000.0
2023/2024,borussia-dortmund,Niclas Füllkrug,15000000.0
2023/2024,borussia-dortmund,Sébastien Haller,10000000.0
2023/2024,vfb-stuttgart,Alexander Nübel,12000000.0
2023/2024,vfb-stuttgart,Fabian Bredlow,1000000.0
2023/2024,vfb-stuttgart,Dennis Seimen,1000000.0
2023/2024,vfb-stuttgart,Florian Schock,200000.0
2023/2024,vfb-stuttgart,Hiroki Ito,30000000.0
2023/2024,vfb-stuttgart,Konstantinos Mavropanos,20000000.0
2023/2024,vfb-stuttgart,Waldemar Anton,20000000.0
2023/2024,vfb-stuttgart,Dan-Axel Zagadou,10000000.0
2023/2024,vfb-stuttgart,Anthony Rouault,7000000.0
2023/2024,vfb-stuttgart,Anrie Chase,350000.0
2023/2024,vfb-stuttgart,Maximilian Mittelstädt,17000000.0
2023/2024,vfb-stuttgart,Moussa Cissé,175000.0
2023/2024,vfb-stuttgart,Josha Vagnoman,10000000.0
2023/2024,vfb-stuttgart,Leonidas Stergiou,5000000.0
2023/2024,vfb-stuttgart,Pascal Stenzel,2500000.0
2023/2024,vfb-stuttgart,Angelo Stiller,20000000.0
2023/2024,vfb-stuttgart,Wataru Endo,13000000.0
2023/2024,vfb-stuttgart,Atakan Karazor,12000000.0
2023/2024,vfb-stuttgart,Samuele Di Benedetto,450000.0
2023/2024,vfb-stuttgart,Mahmoud Dahoud,6000000.0
2023/2024,vfb-stuttgart,Nikolas Nartey,600000.0
2023/2024,vfb-stuttgart,Borna Sosa,7500000.0
2023/2024,vfb-stuttgart,Roberto Massimo,800000.0
2023/2024,vfb-stuttgart,Enzo Millot,30000000.0
2023/2024,vfb-stuttgart,Woo-yeong Jeong,3500000.0
2023/2024,vfb-stuttgart,Lilian Egloff,800000.0
2023/2024,vfb-stuttgart,Genki Haraguchi,500000.0
2023/2024,vfb-stuttgart,Laurin Ulrich,500000.0
2023/2024,vfb-stuttgart,Raul Paula,350000.0
2023/2024,vfb-stuttgart,Chris Führich,28000000.0
2023/2024,vfb-stuttgart,Silas,10000000.0
2023/2024,vfb-stuttgart,Jamie Leweling,9000000.0
2023/2024,vfb-stuttgart,Luca Raimund,500000.0
2023/2024,vfb-stuttgart,Serhou Guirassy,40000000.0
2023/2024,vfb-stuttgart,Deniz Undav,25000000.0
2023/2024,vfb-stuttgart,Mohamed Sankoh,700000.0
2023/2024,vfb-stuttgart,Jovan Milosevic,700000.0
2023/2024,vfb-stuttgart,Thomas Kastanaras,500000.0
2023/2024,eintracht-frankfurt,Kevin Trapp,4000000.0
2023/2024,eintracht-frankfurt,Kauã Santos,1500000.0
2023/2024,eintracht-frankfurt,Simon Simoni,500000.0
2023/2024,eintracht-frankfurt,Jens Grahl,200000.0
2023/2024,eintracht-frankfurt,Luke Gauer,100000.0
2023/2024,eintracht-frankfurt,Willian Pacho,35000000.0
2023/2024,eintracht-frankfurt,Robin Koch,18000000.0
2023/2024,eintracht-frankfurt,Tuta,12000000.0
2023/2024,eintracht-frankfurt,Hrvoje Smolcic,3000000.0
2023/2024,eintracht-frankfurt,Nnamdi Collins,1000000.0
2023/2024,eintracht-frankfurt,Dario Gebuhr,400000.0
2023/2024,eintracht-frankfurt,Davis Bautista,250000.0
2023/2024,eintracht-frankfurt,Niels Nkounkou,7500000.0
2023/2024,eintracht-frankfurt,Philipp Max,2000000.0
2023/2024,eintracht-frankfurt,Christopher Lenz,1500000.0
2023/2024,eintracht-frankfurt,Aurélio Buta,5000000.0
2023/2024,eintracht-frankfurt,Elias Baum,1000000.0
2023/2024,eintracht-frankfurt,Timothy Chandler,500000.0
2023/2024,eintracht-frankfurt,Ellyes Skhiri,11000000.0
2023/2024,eintracht-frankfurt,Kristijan Jakic,6500000.0
2023/2024,eintracht-frankfurt,Makoto Hasebe,500000.0
2023/2024,eintracht-frankfurt,Hugo Larsson,28000000.0
2023/2024,eintracht-frankfurt,Donny van de Beek,5000000.0
2023/2024,eintracht-frankfurt,Paxten Aaronson,4500000.0
2023/2024,eintracht-frankfurt,Sebastian Rode,1000000.0
2023/2024,eintracht-frankfurt,Marko Mladenovic,500000.0
2023/2024,eintracht-frankfurt,Sidney Raebiger,300000.0
2023/2024,eintracht-frankfurt,Mehdi Loune,300000.0
2023/2024,eintracht-frankfurt,Harpreet Ghotra,100000.0
2023/2024,eintracht-frankfurt,Junior Dina Ebimbe,12000000.0
2023/2024,eintracht-frankfurt,Farès Chaïbi,18000000.0
2023/2024,eintracht-frankfurt,Mario Götze,5500000.0
2023/2024,eintracht-frankfurt,Marcel Wenig,600000.0
2023/2024,eintracht-frankfurt,Jean-Mattéo Bahoya,7500000.0
2023/2024,eintracht-frankfurt,Jens Petter Hauge,2500000.0
2023/2024,eintracht-frankfurt,Jesper Lindstrøm,22000000.0
2023/2024,eintracht-frankfurt,Ansgar Knauff,10000000.0
2023/2024,eintracht-frankfurt,Randal Kolo Muani,45000000.0
2023/2024,eintracht-frankfurt,Omar Marmoush,22000000.0
2023/2024,eintracht-frankfurt,Hugo Ekitiké,20000000.0
2023/2024,eintracht-frankfurt,Sasa Kalajdzic,5000000.0
2023/2024,eintracht-frankfurt,Nacho Ferri,2000000.0
2023/2024,eintracht-frankfurt,Jessic Ngankam,1500000.0
2023/2024,eintracht-frankfurt,Lucas Alario,1500000.0
2023/2024,eintracht-frankfurt,Noel Futkeu,400000.0
2023/2024,vfl-wolfsburg,Koen Casteels,6000000.0
2023/2024,vfl-wolfsburg,Pavao Pervan,300000.0
2023/2024,vfl-wolfsburg,Philipp Schulze,225000.0
2023/2024,vfl-wolfsburg,Niklas Klinger,100000.0
2023/2024,vfl-wolfsburg,Maxence Lacroix,20000000.0
2023/2024,vfl-wolfsburg,Moritz Jenz,7500000.0
2023/2024,vfl-wolfsburg,Sebastiaan Bornauw,7000000.0
2023/2024,vfl-wolfsburg,Cédric Zesiger,5000000.0
2023/2024,vfl-wolfsburg,Anders Børset,150000.0
2023/2024,vfl-wolfsburg,Felix Lange,75000.0
2023/2024,vfl-wolfsburg,Joakim Maehle,14000000.0
2023/2024,vfl-wolfsburg,Rogério,5000000.0
2023/2024,vfl-wolfsburg,Nicolas Cozza,3500000.0
2023/2024,vfl-wolfsburg,Ridle Baku,7000000.0
2023/2024,vfl-wolfsburg,Kilian Fischer,1500000.0
2023/2024,vfl-wolfsburg,Kofi Amoako,400000.0
2023/2024,vfl-wolfsburg,Aster Vranckx,12000000.0
2023/2024,vfl-wolfsburg,Mattias Svanberg,12000000.0
2023/2024,vfl-wolfsburg,Maximilian Arnold,7000000.0
2023/2024,vfl-wolfsburg,Yannick Gerhardt,4000000.0
2023/2024,vfl-wolfsburg,Kevin Paredes,7500000.0
2023/2024,vfl-wolfsburg,Lovro Majer,20000000.0
2023/2024,vfl-wolfsburg,Jakub Kaminski,6000000.0
2023/2024,vfl-wolfsburg,Ulysses Llanez,200000.0
2023/2024,vfl-wolfsburg,Patrick Wimmer,15000000.0
2023/2024,vfl-wolfsburg,Vaclav Cerny,7000000.0
2023/2024,vfl-wolfsburg,Jonas Wind,20000000.0
2023/2024,vfl-wolfsburg,Tiago Tomás,6000000.0
2023/2024,vfl-wolfsburg,Lukas Nmecha,5000000.0
2023/2024,vfl-wolfsburg,Amin Sarr,4000000.0
2023/2024,vfl-wolfsburg,Kevin Behrens,2000000.0
2023/2024,vfl-wolfsburg,Dzenan Pejcinovic,1000000.0
2023/2024,sc-freiburg,Noah Atubolu,10000000.0
2023/2024,sc-freiburg,Florian Müller,1200000.0
2023/2024,sc-freiburg,Jaaso Jantunen,400000.0
2023/2024,sc-freiburg,Benjamin Uphoff,300000.0
2023/2024,sc-freiburg,Niklas Sauter,250000.0
2023/2024,sc-freiburg,Philipp Lienhart,15000000.0
2023/2024,sc-freiburg,Matthias Ginter,10000000.0
2023/2024,sc-freiburg,Keven Schlotterbeck,6000000.0
2023/2024,sc-freiburg,Attila Szalai,4000000.0
2023/2024,sc-freiburg,Kenneth Schmidt,2500000.0
2023/2024,sc-freiburg,Manuel Gulde,1500000.0
2023/2024,sc-freiburg,Max Rosenfelder,500000.0
2023/2024,sc-freiburg,Christian Günter,5000000.0
2023/2024,sc-freiburg,Jordy Makengo,3500000.0
2023/2024,sc-freiburg,Kiliann Sildillia,15000000.0
2023/2024,sc-freiburg,Lukas Kübler,2000000.0
2023/2024,sc-freiburg,Ryan Johansson,250000.0
2023/2024,sc-freiburg,Yannik Keitel,5000000.0
2023/2024,sc-freiburg,Nicolas Höfler,2000000.0
2023/2024,sc-freiburg,Fabian Rüdlin,350000.0
2023/2024,sc-freiburg,Maximilian Eggestein,10000000.0
2023/2024,sc-freiburg,Merlin Röhl,12000000.0
2023/2024,sc-freiburg,Daniel-Kofi Kyereh,3500000.0
2023/2024,sc-freiburg,Vincenzo Grifo,9000000.0
2023/2024,sc-freiburg,Noah Weißhaupt,5000000.0
2023/2024,sc-freiburg,Florent Muslija,2500000.0
2023/2024,sc-freiburg,Mika Baur,1800000.0
2023/2024,sc-freiburg,Ritsu Doan,18000000.0
2023/2024,sc-freiburg,Roland Sallai,15000000.0
2023/2024,sc-freiburg,Maximilian Philipp,2000000.0
2023/2024,sc-freiburg,Michael Gregoritsch,8000000.0
2023/2024,sc-freiburg,Lucas Höler,4000000.0
2023/2024,sc-freiburg,Junior Adamu,4000000.0
2023/2024,sc-freiburg,Maximilian Breunig,800000.0
2023/2024,tsg-1899-hoffenheim,Oliver Baumann,3000000.0
2023/2024,tsg-1899-hoffenheim,Nahuel Noll,500000.0
2023/2024,tsg-1899-hoffenheim,Luca Philipp,300000.0
2023/2024,tsg-1899-hoffenheim,Ozan Kabak,10000000.0
2023/2024,tsg-1899-hoffenheim,Attila Szalai,4000000.0
2023/2024,tsg-1899-hoffenheim,Kevin Akpoguma,3000000.0
2023/2024,tsg-1899-hoffenheim,Stanley Nsoki,2500000.0
2023/2024,tsg-1899-hoffenheim,Tim Drexler,2500000.0
2023/2024,tsg-1899-hoffenheim,Kevin Vogt,2000000.0
2023/2024,tsg-1899-hoffenheim,John Brooks,2000000.0
2023/2024,tsg-1899-hoffenheim,Joshua Quarshie,800000.0
2023/2024,tsg-1899-hoffenheim,Kasim Adams,700000.0
2023/2024,tsg-1899-hoffenheim,David Jurásek,8000000.0
2023/2024,tsg-1899-hoffenheim,Marco John,1500000.0
2023/2024,tsg-1899-hoffenheim,Pavel Kaderabek,3000000.0
2023/2024,tsg-1899-hoffenheim,Angelo Stiller,20000000.0
2023/2024,tsg-1899-hoffenheim,Anton Stach,15000000.0
2023/2024,tsg-1899-hoffenheim,Florian Grillitsch,6500000.0
2023/2024,tsg-1899-hoffenheim,Diadié Samassékou,2000000.0
2023/2024,tsg-1899-hoffenheim,Grischa Prömel,7000000.0
2023/2024,tsg-1899-hoffenheim,Umut Tohumcu,7000000.0
2023/2024,tsg-1899-hoffenheim,Tom Bischof,3500000.0
2023/2024,tsg-1899-hoffenheim,Dennis Geiger,3000000.0
2023/2024,tsg-1899-hoffenheim,Finn Becker,2500000.0
2023/2024,tsg-1899-hoffenheim,Robert Skov,5000000.0
2023/2024,tsg-1899-hoffenheim,Andrej Kramaric,5000000.0
2023/2024,tsg-1899-hoffenheim,Julian Justvan,1500000.0
2023/2024,tsg-1899-hoffenheim,Marius Bülter,2500000.0
2023/2024,tsg-1899-hoffenheim,Bambasé Conté,700000.0
2023/2024,tsg-1899-hoffenheim,Maximilian Beier,30000000.0
2023/2024,tsg-1899-hoffenheim,Mergim Berisha,10000000.0
2023/2024,tsg-1899-hoffenheim,Wout Weghorst,6000000.0
2023/2024,tsg-1899-hoffenheim,Ihlas Bebou,4000000.0
2023/2024,tsg-1899-hoffenheim,Max Moerstedt,1000000.0
2023/2024,borussia-monchengladbach,Jonas Omlin,6000000.0
2023/2024,borussia-monchengladbach,Moritz Nicolas,2500000.0
2023/2024,borussia-monchengladbach,Jan Olschowsky,600000.0
2023/2024,borussia-monchengladbach,Tobias Sippel,300000.0
2023/2024,borussia-monchengladbach,Maximilian Brüll,75000.0
2023/2024,borussia-monchengladbach,Ko Itakura,12000000.0
2023/2024,borussia-monchengladbach,Nico Elvedi,10000000.0
2023/2024,borussia-monchengladbach,Maximilian Wöber,10000000.0
2023/2024,borussia-monchengladbach,Marvin Friedrich,3500000.0
2023/2024,borussia-monchengladbach,Fabio Chiarodia,2000000.0
2023/2024,borussia-monchengladbach,Mamadou Doucouré,100000.0
2023/2024,borussia-monchengladbach,Luca Netz,10000000.0
2023/2024,borussia-monchengladbach,Lukas Ullrich,750000.0
2023/2024,borussia-monchengladbach,Joe Scally,10000000.0
2023/2024,borussia-monchengladbach,Stefan Lainer,2500000.0
2023/2024,borussia-monchengladbach,Simon Walde,500000.0
2023/2024,borussia-monchengladbach,Tony Jantschke,400000.0
2023/2024,borussia-monchengladbach,Julian Weigl,6000000.0
2023/2024,borussia-monchengladbach,Christoph Kramer,1700000.0
2023/2024,borussia-monchengladbach,Manu Koné,20000000.0
2023/2024,borussia-monchengladbach,Rocco Reitz,10000000.0
2023/2024,borussia-monchengladbach,Florian Neuhaus,7000000.0
2023/2024,borussia-monchengladbach,Robin Hack,8000000.0
2023/2024,borussia-monchengladbach,Yvandro Borges Sanches,1000000.0
2023/2024,borussia-monchengladbach,Franck Honorat,12000000.0
2023/2024,borussia-monchengladbach,Nathan Ngoumou,5000000.0
2023/2024,borussia-monchengladbach,Hannes Wolf,2000000.0
2023/2024,borussia-monchengladbach,Patrick Herrmann,1000000.0
2023/2024,borussia-monchengladbach,Tomas Cvancara,8000000.0
2023/2024,borussia-monchengladbach,Alassane Pléa,7000000.0
2023/2024,borussia-monchengladbach,Jordan,4000000.0
2023/2024,borussia-monchengladbach,Grant-Leon Ranos,1000000.0
2023/2024,borussia-monchengladbach,Shio Fukuda,300000.0
2023/2024,1-fc-union-berlin,Frederik Rönnow,4500000.0
2023/2024,1-fc-union-berlin,Alexander Schwolow,700000.0
2023/2024,1-fc-union-berlin,Jakob Busk,250000.0
2023/2024,1-fc-union-berlin,Yannic Stein,200000.0
2023/2024,1-fc-union-berlin,Danilho Doekhi,17000000.0
2023/2024,1-fc-union-berlin,Diogo Leite,15000000.0
2023/2024,1-fc-union-berlin,Robin Knoche,2500000.0
2023/2024,1-fc-union-berlin,Kevin Vogt,2000000.0
2023/2024,1-fc-union-berlin,Paul Jaeckel,2000000.0
2023/2024,1-fc-union-berlin,Leonardo Bonucci,1000000.0
2023/2024,1-fc-union-berlin,Robin Gosens,12000000.0
2023/2024,1-fc-union-berlin,Jérôme Roussillon,2500000.0
2023/2024,1-fc-union-berlin,Josip Juranovic,7500000.0
2023/2024,1-fc-union-berlin,Christopher Trimmel,600000.0
2023/2024,1-fc-union-berlin,Lucas Tousart,7000000.0
2023/2024,1-fc-union-berlin,Rani Khedira,5000000.0
2023/2024,1-fc-union-berlin,Aljoscha Kemlein,3000000.0
2023/2024,1-fc-union-berlin,Aïssa Laïdouni,6000000.0
2023/2024,1-fc-union-berlin,András Schäfer,5000000.0
2023/2024,1-fc-union-berlin,Alex Král,5000000.0
2023/2024,1-fc-union-berlin,Janik Haberer,3000000.0
2023/2024,1-fc-union-berlin,Brenden Aaronson,12000000.0
2023/2024,1-fc-union-berlin,Milos Pantovic,800000.0
2023/2024,1-fc-union-berlin,Sheraldo Becker,10000000.0
2023/2024,1-fc-union-berlin,Laurenz Dehl,200000.0
2023/2024,1-fc-union-berlin,David Datro Fofana,12000000.0
2023/2024,1-fc-union-berlin,Yorbe Vertessen,5000000.0
2023/2024,1-fc-union-berlin,Jordan,4000000.0
2023/2024,1-fc-union-berlin,Kevin Volland,4000000.0
2023/2024,1-fc-union-berlin,Benedict Hollerbach,4000000.0
2023/2024,1-fc-union-berlin,Mikkel Kaufmann,2700000.0
2023/2024,1-fc-union-berlin,Chris Bedia,2500000.0
2023/2024,1-fc-union-berlin,Kevin Behrens,2000000.0
2023/2024,1-fsv-mainz-05,Robin Zentner,3000000.0
2023/2024,1-fsv-mainz-05,Daniel Batz,350000.0
2023/2024,1-fsv-mainz-05,Lasse Rieß,200000.0
2023/2024,1-fsv-mainz-05,Sepp van den Berg,12000000.0
2023/2024,1-fsv-mainz-05,Andreas Hanche-Olsen,9000000.0
2023/2024,1-fsv-mainz-05,Maxim Leitsch,1500000.0
2023/2024,1-fsv-mainz-05,Danny da Costa,1200000.0
2023/2024,1-fsv-mainz-05,Stefan Bell,800000.0
2023/2024,1-fsv-mainz-05,Lasse Wilhelm,225000.0
2023/2024,1-fsv-mainz-05,Phillipp Mwene,1800000.0
2023/2024,1-fsv-mainz-05,Tim Müller,150000.0
2023/2024,1-fsv-mainz-05,Silvan Widmer,3000000.0
2023/2024,1-fsv-mainz-05,Anton Stach,15000000.0
2023/2024,1-fsv-mainz-05,Edimilson Fernandes,3500000.0
2023/2024,1-fsv-mainz-05,Dominik Kohr,3000000.0
