league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_passing,pos_passing,age_passing,born_passing,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_shooting,pos_shooting,age_shooting,born_shooting,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard FK,Standard PK,Standard PKatt,Expected_shooting xG,Expected_shooting npxG,Expected_shooting G-xG,Expected_shooting np:G-xG,stat_type_shooting,nation_possession,pos_possession,age_possession,born_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_defense,pos_defense,age_defense,born_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_misc,pos_misc,age_misc,born_misc,Performance_misc CrdY,Performance_misc CrdR,Performance_misc 2CrdY,Performance_misc Fls,Performance_misc Fld,Performance_misc Off,Performance_misc Crs,Performance_misc Int,Performance_misc TklW,Performance_misc PKwon,Performance_misc PKcon,Performance_misc OG,Performance_misc Recov,Aerial Duels Won,Aerial Duels Lost,stat_type_misc
ENG-Premier League,2024,Manchester Utd,Bruno Fernandes,POR,MF,30.0,1994.0,30,30,2555,28.4,8,9,17,5,3,3,4,2,8.8,6.5,6.6,13.0,60,251,112,0.28,0.32,0.6,0.18,0.49,0.31,0.23,0.54,0.23,0.46,standard,POR,MF,30.0,1994.0,28.4,1388,1851,75.0,24560,8701,667,772,86.4,503,627,80.2,175,331,9,6.6,6.3,2.4,75,166,60,9,251,passing,POR,MF,30.0,1994.0,8,76,23,2.68,0.81,11,3,3,8.8,6.5,-0.8,-1.5,shooting,POR,MF,30.0,1994.0,2187,53,364,1034,811,68,2184,61,25,30,1283,6030,3139,60,53,10,35,35,1528,112,possession,POR,MF,30.0,1994.0,70,42,21,35,14,27,70,43,28,4,24,23,93,33,2,defense,POR,MF,30.0,1994.0,4,2,1,26,36,2,161,23,42,0,0,0,179,19,25,misc
ENG-Premier League,2024,Newcastle Utd,Bruno Guimarães,BRA,MF,27.0,1997.0,30,30,2577,28.6,3,6,9,3,0,0,4,0,2.8,2.8,5.3,8.1,44,212,69,0.1,0.21,0.31,0.1,0.31,0.1,0.18,0.28,0.1,0.28,standard,BRA,MF,27.0,1997.0,28.6,1151,1404,82.0,18950,6390,576,639,90.1,446,512,87.1,93,159,6,5.3,4.4,0.7,40,144,55,4,212,passing,BRA,MF,27.0,1997.0,3,31,7,1.08,0.24,0,0,0,2.8,2.8,0.2,0.2,shooting,BRA,MF,27.0,1997.0,1737,66,376,910,469,49,1737,63,27,20,1141,6274,2748,44,35,7,47,69,1298,69,possession,BRA,MF,27.0,1997.0,65,39,33,23,9,29,59,30,31,9,22,25,90,34,3,defense,BRA,MF,27.0,1997.0,4,0,0,45,93,2,18,25,39,0,0,0,144,15,13,misc
ENG-Premier League,2024,Brighton,Tariq Lamptey,GHA,DF,24.0,2000.0,13,9,765,8.5,2,2,4,2,0,0,0,0,0.4,0.4,0.8,1.2,25,12,40,0.24,0.24,0.47,0.24,0.47,0.05,0.09,0.14,0.05,0.14,standard,GHA,DF,24.0,2000.0,8.5,314,381,82.4,4884,1213,169,181,93.4,124,155,80.0,18,35,2,0.8,0.5,1.2,5,11,5,4,12,passing,GHA,DF,24.0,2000.0,2,6,2,0.71,0.24,0,0,0,0.4,0.4,1.6,1.6,shooting,GHA,DF,24.0,2000.0,489,25,147,208,137,9,489,27,9,15,267,1867,893,25,13,2,9,4,276,40,possession,GHA,DF,24.0,2000.0,14,10,8,6,0,7,22,15,12,5,7,6,20,21,1,defense,GHA,DF,24.0,2000.0,0,0,0,12,10,0,24,6,10,0,1,0,35,1,12,misc
ENG-Premier League,2024,Nott'ham Forest,Callum Hudson-Odoi,ENG,FW,24.0,2000.0,26,23,1984,22.0,5,2,7,5,0,0,2,0,2.4,2.4,2.7,5.0,116,63,180,0.23,0.09,0.32,0.23,0.32,0.11,0.12,0.23,0.11,0.23,standard,ENG,FW,24.0,2000.0,22.0,629,765,82.2,9137,1889,378,410,92.2,187,228,82.0,38,77,2,2.7,2.5,-0.7,43,33,29,9,63,passing,ENG,FW,24.0,2000.0,5,35,15,1.59,0.68,0,0,0,2.4,2.4,2.6,2.6,shooting,ENG,FW,24.0,2000.0,938,14,101,293,566,69,938,57,32,17,586,4832,3072,116,55,43,43,22,717,180,possession,ENG,FW,24.0,2000.0,17,12,6,7,4,8,13,5,10,0,10,13,30,10,1,defense,ENG,FW,24.0,2000.0,2,0,0,11,19,8,72,13,12,1,0,0,83,3,10,misc
ENG-Premier League,2024,Crystal Palace,Caleb Kporha,ENG,DF,18.0,2006.0,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ENG,DF,18.0,2006.0,0.1,5,7,71.4,72,21,4,4,100.0,0,2,0.0,1,1,0,0.0,0.0,0.0,0,0,1,1,0,passing,ENG,DF,18.0,2006.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ENG,DF,18.0,2006.0,11,1,4,2,5,0,11,0,0,0,4,46,36,1,1,0,0,2,3,0,possession,ENG,DF,18.0,2006.0,2,1,2,0,0,2,2,0,0,0,0,0,2,1,0,defense,ENG,DF,18.0,2006.0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,misc
ENG-Premier League,2024,Leicester City,Caleb Okoli,ITA,DF,23.0,2001.0,17,11,1034,11.5,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,3,30,2,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard,ITA,DF,23.0,2001.0,11.5,511,589,86.8,8841,3545,228,248,91.9,243,267,91.0,33,61,0,0.0,0.1,0.0,0,19,0,0,30,passing,ITA,DF,23.0,2001.0,0,3,1,0.26,0.09,0,0,0,0.1,0.1,-0.1,-0.1,shooting,ITA,DF,23.0,2001.0,733,142,412,297,27,8,733,0,0,0,419,2070,970,3,2,0,10,2,436,2,possession,ITA,DF,23.0,2001.0,24,13,8,14,2,10,17,7,22,12,10,14,38,73,2,defense,ITA,DF,23.0,2001.0,3,0,0,15,9,0,1,14,13,0,0,0,39,20,21,misc
ENG-Premier League,2024,Brentford,Bryan Mbeumo,CMR,FW,25.0,1999.0,31,31,2784,30.9,16,5,21,11,5,5,2,0,10.0,6.0,7.0,13.0,103,116,287,0.52,0.16,0.68,0.36,0.52,0.32,0.23,0.55,0.2,0.42,standard,CMR,FW,25.0,1999.0,30.9,712,1061,67.1,11339,3421,388,488,79.5,259,354,73.2,51,140,5,7.0,7.7,-2.0,55,47,50,14,116,passing,CMR,FW,25.0,1999.0,16,62,28,2.0,0.91,6,5,5,10.0,6.0,6.0,5.0,shooting,CMR,FW,25.0,1999.0,1429,44,201,455,798,127,1424,85,38,36,862,5461,2841,103,59,60,84,38,973,287,possession,CMR,FW,25.0,1999.0,34,20,13,11,10,13,22,9,21,3,18,13,47,42,1,defense,CMR,FW,25.0,1999.0,2,0,0,20,35,11,157,13,20,0,0,0,126,29,64,misc
ENG-Premier League,2024,Nott'ham Forest,Matz Sels,BEL,GK,33.0,1992.0,31,31,2790,31.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,BEL,GK,33.0,1992.0,31.0,416,822,50.6,16105,13997,63,63,100.0,117,120,97.5,236,629,0,0.0,0.1,0.0,1,36,2,0,1,passing,BEL,GK,33.0,1992.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,BEL,GK,33.0,1992.0,905,686,891,14,0,0,905,0,0,0,444,2575,1348,0,0,0,0,0,351,0,possession,BEL,GK,33.0,1992.0,1,1,1,0,0,1,1,0,0,0,0,0,1,20,1,defense,BEL,GK,33.0,1992.0,2,0,0,0,9,0,0,0,1,0,0,0,9,14,2,misc
ENG-Premier League,2024,Crystal Palace,Joel Ward,ENG,DF,35.0,1989.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ENG,DF,35.0,1989.0,0.0,0,2,0.0,0,0,0,1,0.0,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ENG,DF,35.0,1989.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ENG,DF,35.0,1989.0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,possession,ENG,DF,35.0,1989.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,defense,ENG,DF,35.0,1989.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,misc
ENG-Premier League,2024,Newcastle Utd,Joelinton,BRA,"MF,FW",28.0,1996.0,26,26,2158,24.0,4,1,5,4,0,0,9,0,3.9,3.9,1.6,5.5,37,109,100,0.17,0.04,0.21,0.17,0.21,0.16,0.07,0.23,0.16,0.23,standard,BRA,"MF,FW",28.0,1996.0,24.0,787,945,83.3,11106,3182,486,552,88.0,254,291,87.3,27,48,1,1.6,1.9,-0.6,20,76,14,1,109,passing,BRA,"MF,FW",28.0,1996.0,4,43,13,1.79,0.54,0,0,0,3.9,3.9,0.1,0.1,shooting,BRA,"MF,FW",28.0,1996.0,1242,65,248,600,407,76,1242,44,14,27,674,3369,1661,37,23,8,35,51,845,100,possession,BRA,"MF,FW",28.0,1996.0,55,34,23,22,10,24,42,18,33,6,27,22,77,46,1,defense,BRA,"MF,FW",28.0,1996.0,9,0,0,53,32,7,15,22,34,0,0,0,138,51,42,misc
ENG-Premier League,2024,Southampton,Maxwel Cornet,CIV,FW,28.0,1996.0,2,1,72,0.8,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,0,5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,standard,CIV,FW,28.0,1996.0,0.8,17,22,77.3,262,37,9,10,90.0,6,8,75.0,1,2,0,0.0,0.0,0.0,0,0,0,0,0,passing,CIV,FW,28.0,1996.0,0,1,0,1.25,0.0,0,0,0,0.2,0.2,-0.2,-0.2,shooting,CIV,FW,28.0,1996.0,34,1,8,14,13,2,34,1,0,1,16,73,26,1,0,1,3,0,23,5,possession,CIV,FW,28.0,1996.0,5,5,1,4,0,0,4,4,0,0,0,0,5,2,0,defense,CIV,FW,28.0,1996.0,1,0,0,0,1,1,3,0,5,0,0,0,2,3,0,misc
ENG-Premier League,2024,Bournemouth,Max Aarons,ENG,DF,25.0,2000.0,3,1,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ENG,DF,25.0,2000.0,1.0,50,63,79.4,887,361,21,25,84.0,24,29,82.8,4,7,0,0.0,0.0,0.0,0,8,0,0,8,passing,ENG,DF,25.0,2000.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ENG,DF,25.0,2000.0,73,2,19,40,15,0,73,2,0,1,41,152,68,1,0,0,1,0,40,3,possession,ENG,DF,25.0,2000.0,2,2,1,1,0,1,1,0,3,1,2,1,3,0,0,defense,ENG,DF,25.0,2000.0,0,0,0,0,2,0,2,1,2,0,0,0,7,0,0,misc
ENG-Premier League,2024,West Ham,Max Kilman,ENG,DF,27.0,1997.0,31,31,2718,30.2,0,1,1,0,0,0,3,0,1.4,1.4,1.0,2.4,26,99,5,0.0,0.03,0.03,0.0,0.03,0.05,0.03,0.08,0.05,0.08,standard,ENG,DF,27.0,1997.0,30.2,1357,1568,86.5,26393,8992,435,473,92.0,787,850,92.6,128,221,1,1.0,0.9,0.0,14,89,2,0,99,passing,ENG,DF,27.0,1997.0,0,11,2,0.36,0.07,0,0,0,1.4,1.4,-1.4,-1.4,shooting,ENG,DF,27.0,1997.0,1897,368,1046,774,92,28,1897,18,13,1,1010,4559,2627,26,10,2,13,2,1257,5,possession,ENG,DF,27.0,1997.0,27,15,12,12,3,16,20,4,48,32,16,34,61,161,4,defense,ENG,DF,27.0,1997.0,3,0,0,12,11,1,2,34,15,0,0,0,124,91,46,misc
ENG-Premier League,2024,Aston Villa,Matty Cash,POL,DF,27.0,1997.0,20,17,1476,16.4,1,1,2,1,0,0,6,0,0.3,0.3,1.1,1.3,39,32,53,0.06,0.06,0.12,0.06,0.12,0.02,0.07,0.08,0.02,0.08,standard,POL,DF,27.0,1997.0,16.4,523,670,78.1,8602,2612,258,288,89.6,223,283,78.8,31,65,1,1.1,1.1,-0.1,10,32,5,4,32,passing,POL,DF,27.0,1997.0,1,8,4,0.49,0.24,0,0,0,0.3,0.3,0.7,0.7,shooting,POL,DF,27.0,1997.0,837,59,304,340,203,33,837,32,15,14,413,2711,1381,39,31,4,14,6,472,53,possession,POL,DF,27.0,1997.0,41,23,23,16,2,19,29,10,16,5,11,20,61,44,2,defense,POL,DF,27.0,1997.0,6,0,0,22,13,1,23,20,23,0,2,0,50,17,17,misc
ENG-Premier League,2024,Manchester City,John Stones,ENG,"DF,MF",30.0,1994.0,11,6,548,6.1,2,0,2,2,0,0,1,0,0.4,0.4,0.1,0.5,10,21,2,0.33,0.0,0.33,0.33,0.33,0.07,0.01,0.08,0.07,0.08,standard,ENG,"DF,MF",30.0,1994.0,6.1,367,403,91.1,6382,1601,169,179,94.4,161,174,92.5,31,40,0,0.1,0.2,-0.1,2,42,0,0,21,passing,ENG,"DF,MF",30.0,1994.0,2,2,2,0.33,0.33,0,0,0,0.4,0.4,1.6,1.6,shooting,ENG,"DF,MF",30.0,1994.0,442,40,142,234,68,4,442,2,2,0,292,2146,1183,10,14,0,2,0,333,2,possession,ENG,"DF,MF",30.0,1994.0,6,2,3,2,1,5,5,0,5,3,2,4,10,19,1,defense,ENG,"DF,MF",30.0,1994.0,1,0,0,2,2,0,0,4,2,0,0,0,22,8,6,misc
ENG-Premier League,2024,Aston Villa,John McGinn,SCO,"MF,FW",30.0,1994.0,27,23,1885,20.9,0,3,3,0,0,0,6,0,2.2,2.2,3.3,5.5,27,87,66,0.0,0.14,0.14,0.0,0.14,0.1,0.16,0.26,0.1,0.26,standard,SCO,"MF,FW",30.0,1994.0,20.9,613,737,83.2,10356,2718,292,320,91.3,254,293,86.7,55,90,3,3.3,2.4,-0.3,26,60,26,7,87,passing,SCO,"MF,FW",30.0,1994.0,0,23,2,1.1,0.1,1,0,0,2.2,2.2,-2.2,-2.2,shooting,SCO,"MF,FW",30.0,1994.0,916,22,143,496,287,46,916,43,17,12,509,2522,1077,27,16,5,32,24,649,66,possession,SCO,"MF,FW",30.0,1994.0,27,18,8,13,6,10,21,11,16,1,15,11,38,12,3,defense,SCO,"MF,FW",30.0,1994.0,6,0,0,42,59,3,48,11,18,0,0,0,87,15,7,misc
ENG-Premier League,2024,Brentford,Michael Kayode,ITA,DF,20.0,2004.0,5,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33,standard,ITA,DF,20.0,2004.0,0.5,19,30,63.3,335,147,7,11,63.6,10,17,58.8,2,2,0,0.2,0.1,-0.2,2,2,1,1,1,passing,ITA,DF,20.0,2004.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ITA,DF,20.0,2004.0,33,1,11,9,13,3,33,0,0,0,12,69,38,2,1,1,0,0,14,6,possession,ITA,DF,20.0,2004.0,2,2,2,0,0,1,1,0,0,0,0,1,3,1,0,defense,ITA,DF,20.0,2004.0,0,0,0,1,0,0,5,1,2,0,0,0,2,1,0,misc
ENG-Premier League,2024,Crystal Palace,Maxence Lacroix,FRA,DF,25.0,2000.0,27,27,2424,26.9,1,1,2,1,0,0,4,0,2.8,2.8,0.4,3.2,8,54,6,0.04,0.04,0.07,0.04,0.07,0.11,0.01,0.12,0.11,0.12,standard,FRA,DF,25.0,2000.0,26.9,997,1210,82.4,20627,8236,260,305,85.2,616,675,91.3,115,202,1,0.4,0.6,0.6,4,60,2,1,54,passing,FRA,DF,25.0,2000.0,1,25,5,0.93,0.19,0,0,0,2.8,2.8,-1.8,-1.8,shooting,FRA,DF,25.0,2000.0,1571,277,951,560,67,32,1571,13,8,3,843,4000,1842,8,4,0,18,3,931,6,possession,FRA,DF,25.0,2000.0,62,37,46,15,1,29,42,13,37,12,25,45,107,159,1,defense,FRA,DF,25.0,2000.0,4,0,0,30,18,1,6,45,37,0,1,0,114,52,43,misc
ENG-Premier League,2024,Tottenham,Mathys Tel,FRA,FW,19.0,2005.0,6,4,312,3.5,1,0,1,0,1,1,0,0,1.6,0.8,0.1,0.9,8,4,17,0.29,0.0,0.29,0.0,0.0,0.46,0.03,0.49,0.24,0.27,standard,FRA,FW,19.0,2005.0,3.5,54,70,77.1,905,118,29,33,87.9,20,28,71.4,5,6,0,0.1,0.1,-0.1,3,4,2,1,4,passing,FRA,FW,19.0,2005.0,1,10,5,2.88,1.44,0,1,1,1.6,0.8,-0.6,-0.8,shooting,FRA,FW,19.0,2005.0,117,0,13,45,62,17,116,16,3,11,85,539,235,8,7,3,8,6,80,17,possession,FRA,FW,19.0,2005.0,2,1,0,1,1,1,6,5,2,0,2,0,2,1,1,defense,FRA,FW,19.0,2005.0,0,0,0,5,3,0,5,0,1,0,0,0,16,1,2,misc
ENG-Premier League,2024,Brighton,Mats Wieffer,NED,MF,25.0,1999.0,19,4,514,5.7,1,1,2,1,0,0,4,0,0.5,0.5,0.8,1.3,5,37,9,0.18,0.18,0.35,0.18,0.35,0.09,0.14,0.23,0.09,0.23,standard,NED,MF,25.0,1999.0,5.7,340,392,86.7,5672,1543,156,170,91.8,150,169,88.8,24,31,1,0.8,0.4,0.2,9,34,2,0,37,passing,NED,MF,25.0,1999.0,1,6,2,1.05,0.35,0,0,0,0.5,0.5,0.5,0.5,shooting,NED,MF,25.0,1999.0,481,26,114,284,90,10,481,9,4,5,265,1150,456,5,6,0,10,7,313,9,possession,NED,MF,25.0,1999.0,24,12,6,15,3,10,18,8,11,1,10,8,32,13,2,defense,NED,MF,25.0,1999.0,4,0,0,16,5,0,1,8,12,0,0,0,44,19,14,misc
ENG-Premier League,2024,Manchester Utd,Jonny Evans,NIR,DF,37.0,1988.0,6,3,290,3.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,8,2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,standard,NIR,DF,37.0,1988.0,3.2,174,196,88.8,2809,784,82,87,94.3,81,90,90.0,6,12,0,0.0,0.0,0.0,0,9,1,0,8,passing,NIR,DF,37.0,1988.0,0,1,0,0.31,0.0,0,0,0,0.1,0.1,-0.1,-0.1,shooting,NIR,DF,37.0,1988.0,223,30,125,91,11,2,223,1,1,0,128,498,183,1,0,0,1,0,137,2,possession,NIR,DF,37.0,1988.0,7,5,4,3,0,2,4,2,2,1,1,4,11,13,0,defense,NIR,DF,37.0,1988.0,1,0,0,5,6,0,0,4,5,0,0,0,15,8,3,misc
ENG-Premier League,2024,Crystal Palace,Jordan Ayew,GHA,"FW,MF",33.0,1991.0,1,0,21,0.2,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,0,0,1,0.0,0.0,0.0,0.0,0.0,1.96,0.21,2.17,1.96,2.17,standard,GHA,"FW,MF",33.0,1991.0,0.2,8,10,80.0,167,4,3,3,100.0,4,6,66.7,1,1,0,0.0,0.0,0.0,1,0,0,0,0,passing,GHA,"FW,MF",33.0,1991.0,0,1,0,4.29,0.0,0,0,0,0.5,0.5,-0.5,-0.5,shooting,GHA,"FW,MF",33.0,1991.0,12,0,0,7,5,1,12,0,0,0,6,25,12,0,0,0,0,1,9,1,possession,GHA,"FW,MF",33.0,1991.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,defense,GHA,"FW,MF",33.0,1991.0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,misc
ENG-Premier League,2024,Leicester City,Jordan Ayew,GHA,"FW,MF",33.0,1991.0,25,15,1310,14.6,4,0,4,3,1,1,5,0,2.8,2.0,0.8,2.8,38,31,68,0.27,0.0,0.27,0.21,0.21,0.19,0.05,0.25,0.14,0.19,standard,GHA,"FW,MF",33.0,1991.0,14.6,316,437,72.3,4618,894,174,203,85.7,111,151,73.5,16,45,0,0.8,1.2,-0.8,12,20,11,6,31,passing,GHA,"FW,MF",33.0,1991.0,4,25,7,1.72,0.48,3,1,1,2.8,2.0,1.2,1.0,shooting,GHA,"FW,MF",33.0,1991.0,649,18,89,331,251,46,648,52,19,27,389,2649,1195,38,30,7,51,31,434,68,possession,GHA,"FW,MF",33.0,1991.0,24,13,7,12,5,6,19,13,14,0,14,12,36,16,0,defense,GHA,"FW,MF",33.0,1991.0,5,0,0,27,43,5,47,12,13,0,0,0,81,33,53,misc
ENG-Premier League,2024,Leicester City,Bilal El Khannouss,MAR,MF,20.0,2004.0,26,21,1658,18.4,2,1,3,2,0,0,3,0,0.7,0.7,2.4,3.1,54,104,70,0.11,0.05,0.16,0.11,0.16,0.04,0.13,0.17,0.04,0.17,standard,MAR,MF,20.0,2004.0,18.4,633,842,75.2,11268,3004,303,353,85.8,242,301,80.4,76,131,1,2.4,1.9,-1.4,25,70,24,5,104,passing,MAR,MF,20.0,2004.0,2,20,5,1.09,0.27,0,0,0,0.7,0.7,1.3,1.3,shooting,MAR,MF,20.0,2004.0,997,11,134,519,353,26,997,41,24,16,569,3409,1549,54,35,8,32,28,673,70,possession,MAR,MF,20.0,2004.0,43,23,14,24,5,12,20,8,17,3,14,5,48,5,3,defense,MAR,MF,20.0,2004.0,3,0,0,24,8,0,64,5,23,0,0,0,66,18,15,misc
ENG-Premier League,2024,Brighton,Billy Gilmour,SCO,MF,23.0,2001.0,2,1,98,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,11,2,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,standard,SCO,MF,23.0,2001.0,1.1,58,67,86.6,980,346,36,38,94.7,18,22,81.8,4,7,0,0.0,0.0,0.0,0,12,2,0,11,passing,SCO,MF,23.0,2001.0,0,1,0,0.92,0.0,1,0,0,0.1,0.1,-0.1,-0.1,shooting,SCO,MF,23.0,2001.0,73,2,14,46,13,0,73,2,1,1,44,210,117,2,0,0,0,0,58,2,possession,SCO,MF,23.0,2001.0,3,3,2,1,0,3,4,1,1,0,1,0,3,1,0,defense,SCO,MF,23.0,2001.0,0,0,0,2,3,0,1,0,3,0,0,0,5,0,0,misc
ENG-Premier League,2024,Fulham,Bernd Leno,GER,GK,33.0,1992.0,31,31,2790,31.0,0,1,1,0,0,0,4,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,standard,GER,GK,33.0,1992.0,31.0,945,1172,80.6,23152,13652,185,186,99.5,562,568,98.9,188,406,1,0.1,0.1,0.9,2,14,2,0,0,passing,GER,GK,33.0,1992.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,GER,GK,33.0,1992.0,1227,972,1218,9,0,0,1227,0,0,0,809,3197,1770,0,0,0,0,0,730,0,possession,GER,GK,33.0,1992.0,2,2,2,0,0,2,2,0,1,0,1,0,2,7,4,defense,GER,GK,33.0,1992.0,4,0,0,0,3,0,0,0,2,0,0,0,44,9,0,misc
ENG-Premier League,2024,Manchester City,Bernardo Silva,POR,"MF,FW",30.0,1994.0,27,23,2131,23.7,2,4,6,2,0,0,6,0,3.0,3.0,4.2,7.2,84,99,169,0.08,0.17,0.25,0.08,0.25,0.13,0.18,0.31,0.13,0.31,standard,POR,"MF,FW",30.0,1994.0,23.7,1163,1344,86.5,17580,3215,661,722,91.6,420,479,87.7,57,86,4,4.2,3.5,-0.2,42,64,27,7,99,passing,POR,"MF,FW",30.0,1994.0,2,27,9,1.14,0.38,0,0,0,3.0,3.0,-1.0,-1.0,shooting,POR,"MF,FW",30.0,1994.0,1556,37,270,612,690,125,1556,53,25,22,969,6251,3170,84,54,30,18,30,1145,169,possession,POR,"MF,FW",30.0,1994.0,47,30,15,24,8,22,46,24,26,6,20,18,65,21,3,defense,POR,"MF,FW",30.0,1994.0,6,0,0,21,25,3,48,18,30,0,0,0,80,4,10,misc
ENG-Premier League,2024,Brentford,Thiago,BRA,FW,23.0,2001.0,4,1,132,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,2,4,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.11,0.07,0.11,standard,BRA,FW,23.0,2001.0,1.5,28,39,71.8,428,56,14,20,70.0,9,12,75.0,3,4,0,0.1,0.0,-0.1,2,1,1,0,2,passing,BRA,FW,23.0,2001.0,0,1,0,0.68,0.0,0,0,0,0.1,0.1,-0.1,-0.1,shooting,BRA,FW,23.0,2001.0,56,6,11,23,23,2,56,3,2,1,34,119,42,3,2,1,5,1,35,4,possession,BRA,FW,23.0,2001.0,2,2,1,0,1,0,1,1,0,0,0,2,4,2,1,defense,BRA,FW,23.0,2001.0,0,0,0,3,3,1,1,2,2,0,0,0,9,4,3,misc
ENG-Premier League,2024,Everton,Beto,GNB,FW,27.0,1998.0,23,10,1074,11.9,6,0,6,6,0,0,2,0,6.1,6.1,0.7,6.7,12,8,54,0.5,0.0,0.5,0.5,0.5,0.51,0.06,0.56,0.51,0.56,standard,GNB,FW,27.0,1998.0,11.9,108,187,57.8,1464,150,64,94,68.1,29,57,50.9,6,7,0,0.7,0.2,-0.7,7,4,2,0,8,passing,GNB,FW,27.0,1998.0,6,33,17,2.77,1.42,0,0,0,6.1,6.1,-0.1,-0.1,shooting,GNB,FW,27.0,1998.0,365,20,39,159,172,61,365,30,16,13,196,991,376,12,8,8,46,29,263,54,possession,GNB,FW,27.0,1998.0,12,6,2,6,4,5,7,2,5,1,4,3,15,17,0,defense,GNB,FW,27.0,1998.0,2,0,0,28,15,12,2,3,6,0,0,0,27,67,82,misc
