league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_passing,pos_passing,age_passing,born_passing,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_shooting,pos_shooting,age_shooting,born_shooting,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard FK,Standard PK,Standard PKatt,Expected_shooting xG,Expected_shooting npxG,Expected_shooting G-xG,Expected_shooting np:G-xG,stat_type_shooting,nation_possession,pos_possession,age_possession,born_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_defense,pos_defense,age_defense,born_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_misc,pos_misc,age_misc,born_misc,Performance_misc CrdY,Performance_misc CrdR,Performance_misc 2CrdY,Performance_misc Fls,Performance_misc Fld,Performance_misc Off,Performance_misc Crs,Performance_misc Int,Performance_misc TklW,Performance_misc PKwon,Performance_misc PKcon,Performance_misc OG,Performance_misc Recov,Aerial Duels Won,Aerial Duels Lost,stat_type_misc
ENG-Premier League,2021,Chelsea,Kai Havertz,GER,"MF,FW",21.0,1999.0,27,18,1520,16.9,4,3,7,4,0,0,2,0,5.5,5.5,1.3,6.8,47,74,133,0.24,0.18,0.41,0.24,0.41,0.33,0.08,0.4,0.33,0.4,standard,GER,"MF,FW",21.0,1999.0,16.9,658,788,83.5,8252,1336,412,449,91.8,167,190,87.9,23,31,3,1.3,1.9,1.7,18,38,20,1,74,passing,GER,"MF,FW",21.0,1999.0,4,33,16,1.95,0.95,0,0,0,5.5,5.5,-1.5,-1.5,shooting,GER,"MF,FW",21.0,1999.0,1007,23,105,500,410,78,1007,37,19,18,579,3346,1428,47,37,18,56,25,784,133,possession,GER,"MF,FW",21.0,1999.0,18,9,6,10,2,6,27,21,25,0,25,4,22,22,1,defense,GER,"MF,FW",21.0,1999.0,2,0,0,27,15,7,11,4,9,2,0,0,71,28,32,misc
ENG-Premier League,2021,Leeds United,Kalvin Phillips,ENG,MF,24.0,1995.0,29,28,2428,27.0,1,2,3,1,0,0,10,0,0.5,0.5,3.4,3.9,13,137,14,0.04,0.07,0.11,0.04,0.11,0.02,0.13,0.15,0.02,0.15,standard,ENG,MF,24.0,1995.0,27.0,1222,1490,82.0,25451,6915,394,444,88.7,583,661,88.2,220,321,2,3.4,3.0,-1.4,35,114,18,3,137,passing,ENG,MF,24.0,1995.0,1,15,5,0.56,0.19,3,0,0,0.5,0.5,0.5,0.5,shooting,ENG,MF,24.0,1995.0,1789,108,581,955,274,7,1789,32,20,12,902,4521,1947,13,12,2,41,16,1055,14,possession,ENG,MF,24.0,1995.0,74,38,38,29,7,26,62,36,49,14,35,45,119,53,3,defense,ENG,MF,24.0,1995.0,10,0,0,46,31,0,77,45,38,0,0,0,214,30,34,misc
ENG-Premier League,2021,Arsenal,Martin Ødegaard,NOR,MF,21.0,1998.0,14,9,866,9.6,1,2,3,1,0,0,0,0,0.7,0.7,2.0,2.7,16,65,49,0.1,0.21,0.31,0.1,0.31,0.08,0.21,0.29,0.08,0.29,standard,NOR,MF,21.0,1998.0,9.6,462,533,86.7,6611,1663,249,263,94.7,149,175,85.1,24,46,2,2.0,1.9,0.0,20,43,18,2,65,passing,NOR,MF,21.0,1998.0,1,15,3,1.56,0.31,1,0,0,0.7,0.7,0.3,0.3,shooting,NOR,MF,21.0,1998.0,598,6,56,283,265,22,598,17,13,4,388,2071,859,16,18,3,14,11,460,49,possession,NOR,MF,21.0,1998.0,9,3,2,6,1,4,14,10,2,0,2,2,11,5,0,defense,NOR,MF,21.0,1998.0,0,0,0,1,9,1,36,2,3,0,0,0,40,2,13,misc
ENG-Premier League,2021,Aston Villa,Marvelous Nakamba,ZIM,MF,26.0,1994.0,13,9,749,8.3,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,1,9,2,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,standard,ZIM,MF,26.0,1994.0,8.3,240,286,83.9,3705,971,126,140,90.0,94,108,87.0,12,21,0,0.1,0.1,-0.1,2,18,0,0,9,passing,ZIM,MF,26.0,1994.0,0,2,1,0.24,0.12,0,0,0,0.0,0.0,0.0,0.0,shooting,ZIM,MF,26.0,1994.0,372,25,139,204,31,1,372,4,4,0,194,827,354,1,7,0,8,2,208,2,possession,ZIM,MF,26.0,1994.0,22,14,10,11,1,7,12,5,16,5,11,17,39,9,1,defense,ZIM,MF,26.0,1994.0,3,0,0,8,10,0,1,17,14,0,0,0,58,6,8,misc
ENG-Premier League,2021,Leicester City,Ricardo Pereira,POR,"DF,FW",26.0,1993.0,15,10,959,10.7,0,1,1,0,0,0,3,0,0.3,0.3,0.6,1.0,20,45,53,0.0,0.09,0.09,0.0,0.09,0.03,0.06,0.09,0.03,0.09,standard,POR,"DF,FW",26.0,1993.0,10.7,418,548,76.3,6008,1939,255,295,86.4,130,172,75.6,20,38,1,0.6,0.7,0.4,10,26,13,2,45,passing,POR,"DF,FW",26.0,1993.0,0,7,4,0.66,0.38,0,0,0,0.3,0.3,-0.3,-0.3,shooting,POR,"DF,FW",26.0,1993.0,714,23,191,281,245,29,714,30,14,16,343,1478,691,20,17,4,21,16,427,53,possession,POR,"DF,FW",26.0,1993.0,31,22,16,8,7,14,35,21,24,1,23,15,46,23,0,defense,POR,"DF,FW",26.0,1993.0,3,0,0,18,8,0,15,15,22,0,0,0,53,11,13,misc
ENG-Premier League,2021,Manchester Utd,Anthony Martial,FRA,FW,24.0,1995.0,22,17,1480,16.4,4,3,7,4,0,0,0,1,6.5,6.5,2.0,8.5,48,46,155,0.24,0.18,0.43,0.24,0.43,0.4,0.12,0.52,0.4,0.52,standard,FRA,FW,24.0,1995.0,16.4,409,492,83.1,5013,959,261,296,88.2,101,122,82.8,10,12,3,2.0,1.8,1.0,17,25,15,0,46,passing,FRA,FW,24.0,1995.0,4,43,20,2.61,1.22,0,0,0,6.5,6.5,-2.5,-2.5,shooting,FRA,FW,24.0,1995.0,675,12,47,243,392,103,675,59,35,24,454,2777,1327,48,32,18,50,37,585,155,possession,FRA,FW,24.0,1995.0,2,1,1,1,0,0,10,10,17,3,14,1,3,8,0,defense,FRA,FW,24.0,1995.0,0,1,0,15,27,15,9,1,1,4,0,0,33,16,24,misc
ENG-Premier League,2021,Burnley,Josh Benson,ENG,MF,20.0,1999.0,6,2,264,2.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,6,8,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,standard,ENG,MF,20.0,1999.0,2.9,62,85,72.9,738,273,37,38,97.4,15,24,62.5,2,7,0,0.0,0.1,0.0,0,7,0,0,6,passing,ENG,MF,20.0,1999.0,0,2,0,0.68,0.0,1,0,0,0.2,0.2,-0.2,-0.2,shooting,ENG,MF,20.0,1999.0,110,3,16,59,36,2,110,7,2,5,52,202,116,1,2,0,4,4,72,8,possession,ENG,MF,20.0,1999.0,5,1,3,0,2,1,6,5,3,0,3,3,8,2,0,defense,ENG,MF,20.0,1999.0,0,0,0,4,1,0,5,3,1,0,1,0,18,2,4,misc
ENG-Premier League,2021,Burnley,Josh Brownhill,ENG,MF,24.0,1995.0,33,32,2813,31.3,0,1,1,0,0,0,2,0,1.9,1.9,0.7,2.6,22,83,69,0.0,0.03,0.03,0.0,0.03,0.06,0.02,0.08,0.06,0.08,standard,ENG,MF,24.0,1995.0,31.3,927,1198,77.4,12848,3119,561,644,87.1,252,330,76.4,57,113,1,0.7,1.4,0.3,18,64,16,2,83,passing,ENG,MF,24.0,1995.0,0,34,7,1.09,0.22,7,0,0,1.9,1.9,-1.9,-1.9,shooting,ENG,MF,24.0,1995.0,1506,69,262,835,423,61,1506,21,15,7,682,2691,1125,22,33,4,35,15,819,69,possession,ENG,MF,24.0,1995.0,45,27,9,29,7,15,44,29,33,11,22,69,114,39,0,defense,ENG,MF,24.0,1995.0,2,0,0,36,32,2,17,69,27,0,0,0,195,63,53,misc
ENG-Premier League,2021,Everton,Jordan Pickford,ENG,GK,26.0,1994.0,31,31,2742,30.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ENG,GK,26.0,1994.0,30.5,766,1154,66.4,23261,18485,201,203,99.0,248,250,99.2,307,686,0,0.0,0.1,0.0,1,28,1,0,0,passing,ENG,GK,26.0,1994.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ENG,GK,26.0,1994.0,1240,1011,1220,22,0,0,1240,0,0,0,670,4101,2439,0,0,0,0,0,618,0,possession,ENG,GK,26.0,1994.0,0,0,0,0,0,0,2,2,2,0,2,3,3,16,4,defense,ENG,GK,26.0,1994.0,1,0,0,1,4,0,0,3,0,0,1,0,27,9,0,misc
ENG-Premier League,2021,Fulham,Josh Maja,NGA,FW,21.0,1998.0,15,9,810,9.0,3,0,3,2,1,1,0,0,4.5,3.7,0.5,4.2,5,15,33,0.33,0.0,0.33,0.22,0.22,0.5,0.05,0.55,0.41,0.47,standard,NGA,FW,21.0,1998.0,9.0,154,181,85.1,2069,213,86,97,88.7,45,48,93.8,8,10,0,0.5,0.5,-0.5,7,7,4,0,15,passing,NGA,FW,21.0,1998.0,3,20,7,2.22,0.78,0,1,1,4.5,3.7,-1.5,-1.7,shooting,NGA,FW,21.0,1998.0,256,2,24,125,110,32,255,15,8,7,150,600,168,5,4,2,26,13,199,33,possession,NGA,FW,21.0,1998.0,7,4,0,3,4,4,10,6,3,1,2,4,11,1,0,defense,NGA,FW,21.0,1998.0,0,0,0,8,7,2,0,4,4,0,0,0,28,12,26,misc
ENG-Premier League,2021,Fulham,Josh Onomah,ENG,MF,23.0,1997.0,11,4,374,4.2,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,8,19,14,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.1,0.09,0.1,standard,ENG,MF,23.0,1997.0,4.2,153,172,89.0,2365,566,78,87,89.7,56,60,93.3,11,13,0,0.0,0.2,0.0,1,15,3,0,19,passing,ENG,MF,23.0,1997.0,0,6,1,1.44,0.24,0,0,0,0.4,0.4,-0.4,-0.4,shooting,ENG,MF,23.0,1997.0,215,5,28,125,64,5,215,2,2,0,136,747,374,8,10,0,9,9,154,14,possession,ENG,MF,23.0,1997.0,11,8,1,6,4,0,5,5,4,2,2,2,13,1,0,defense,ENG,MF,23.0,1997.0,1,0,0,12,0,0,2,2,8,0,0,0,18,4,7,misc
ENG-Premier League,2021,Everton,Joshua King,NOR,"MF,FW",28.0,1992.0,11,0,148,1.6,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,9,5,20,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.37,0.37,standard,NOR,"MF,FW",28.0,1992.0,1.6,32,50,64.0,431,98,18,29,62.1,13,15,86.7,0,0,0,0.0,0.1,0.0,0,1,1,0,5,passing,NOR,"MF,FW",28.0,1992.0,0,3,1,1.82,0.61,0,0,0,0.6,0.6,-0.6,-0.6,shooting,NOR,"MF,FW",28.0,1992.0,80,0,10,34,39,6,80,7,4,3,45,346,165,9,7,1,9,6,56,20,possession,NOR,"MF,FW",28.0,1992.0,4,1,2,1,1,0,0,0,3,0,3,1,5,1,0,defense,NOR,"MF,FW",28.0,1992.0,0,0,0,4,1,3,1,1,1,0,0,0,10,5,6,misc
ENG-Premier League,2021,Arsenal,Eddie Nketiah,ENG,FW,21.0,1999.0,17,4,423,4.7,2,1,3,2,0,0,0,0,1.8,1.8,0.6,2.4,6,6,29,0.43,0.21,0.64,0.43,0.64,0.38,0.14,0.51,0.38,0.51,standard,ENG,FW,21.0,1999.0,4.7,76,93,81.7,891,94,53,62,85.5,16,20,80.0,1,1,1,0.6,0.2,0.4,8,4,2,0,6,passing,ENG,FW,21.0,1999.0,2,12,5,2.55,1.06,0,0,0,1.8,1.8,0.2,0.2,shooting,ENG,FW,21.0,1999.0,153,5,16,64,74,28,153,12,7,5,82,418,172,6,1,3,13,5,114,29,possession,ENG,FW,21.0,1999.0,3,1,0,2,1,0,2,2,6,0,6,0,3,5,0,defense,ENG,FW,21.0,1999.0,0,0,0,10,11,0,2,0,1,0,0,0,12,7,16,misc
ENG-Premier League,2021,Chelsea,Emerson Palmieri,ITA,DF,25.0,1994.0,2,0,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,DF,25.0,1994.0,1.0,51,68,75.0,748,158,31,36,86.1,13,18,72.2,3,7,0,0.0,0.0,0.0,0,1,1,1,0,passing,ITA,DF,25.0,1994.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ITA,DF,25.0,1994.0,81,6,27,33,21,1,81,2,0,2,39,203,93,3,3,1,2,0,42,5,possession,ITA,DF,25.0,1994.0,3,3,2,0,1,1,3,2,0,0,0,1,4,6,0,defense,ITA,DF,25.0,1994.0,0,0,0,3,0,0,2,1,3,0,0,0,7,3,0,misc
ENG-Premier League,2021,Burnley,Robbie Brady,IRL,MF,28.0,1992.0,19,12,1052,11.7,1,1,2,1,0,0,3,0,0.8,0.8,0.9,1.7,14,26,40,0.09,0.09,0.17,0.09,0.17,0.07,0.08,0.15,0.07,0.15,standard,IRL,MF,28.0,1992.0,11.7,257,403,63.8,4172,1284,151,182,83.0,68,109,62.4,30,74,1,0.9,0.6,0.1,7,23,6,4,26,passing,IRL,MF,28.0,1992.0,1,16,5,1.37,0.43,4,0,0,0.8,0.8,0.2,0.2,shooting,IRL,MF,28.0,1992.0,537,43,121,240,185,22,537,15,11,4,250,1482,597,14,11,3,17,9,292,40,possession,IRL,MF,28.0,1992.0,22,15,12,6,4,12,35,23,16,0,16,9,31,29,1,defense,IRL,MF,28.0,1992.0,3,0,0,21,9,1,43,9,15,0,0,0,80,19,21,misc
ENG-Premier League,2021,West Brom,Robert Snodgrass,SCO,"MF,FW",32.0,1987.0,8,6,526,5.8,0,0,0,0,0,0,2,0,0.2,0.2,0.4,0.7,6,14,25,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.12,0.04,0.12,standard,SCO,"MF,FW",32.0,1987.0,5.8,107,141,75.9,1632,503,56,66,84.8,39,57,68.4,7,9,0,0.4,0.5,-0.4,3,11,3,1,14,passing,SCO,"MF,FW",32.0,1987.0,0,4,1,0.68,0.17,1,0,0,0.2,0.2,-0.2,-0.2,shooting,SCO,"MF,FW",32.0,1987.0,217,18,60,91,68,10,217,8,4,4,88,372,139,6,1,3,8,4,107,25,possession,SCO,"MF,FW",32.0,1987.0,17,12,12,4,1,10,16,6,11,2,9,1,18,12,0,defense,SCO,"MF,FW",32.0,1987.0,2,0,0,8,13,1,8,1,12,0,0,0,38,9,13,misc
ENG-Premier League,2021,West Ham,Robert Snodgrass,SCO,"FW,MF",32.0,1987.0,3,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SCO,"FW,MF",32.0,1987.0,0.1,4,4,100.0,43,15,3,3,100.0,1,1,100.0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,passing,SCO,"FW,MF",32.0,1987.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,SCO,"FW,MF",32.0,1987.0,4,0,1,0,3,0,4,0,0,0,4,14,3,0,0,0,0,0,4,2,possession,SCO,"FW,MF",32.0,1987.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,defense,SCO,"FW,MF",32.0,1987.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,misc
ENG-Premier League,2021,Newcastle Utd,Emil Krafth,SWE,DF,25.0,1994.0,16,14,1288,14.3,1,0,1,1,0,0,4,0,0.3,0.3,0.4,0.7,12,28,25,0.07,0.0,0.07,0.07,0.07,0.02,0.03,0.05,0.02,0.05,standard,SWE,DF,25.0,1994.0,14.3,416,580,71.7,6802,3176,202,243,83.1,165,226,73.0,33,71,0,0.4,0.2,-0.4,6,24,4,3,28,passing,SWE,DF,25.0,1994.0,1,7,3,0.49,0.21,0,0,0,0.3,0.3,0.7,0.7,shooting,SWE,DF,25.0,1994.0,721,79,337,265,122,9,721,4,3,1,290,1368,648,12,10,2,9,4,347,25,possession,SWE,DF,25.0,1994.0,19,8,9,9,1,12,25,13,15,9,6,15,34,52,2,defense,SWE,DF,25.0,1994.0,4,0,0,12,9,1,18,15,8,0,0,0,61,25,19,misc
ENG-Premier League,2021,Arsenal,Emile Smith Rowe,ENG,"MF,FW",20.0,2000.0,20,18,1440,16.0,2,4,6,2,0,0,0,0,1.8,1.8,3.4,5.1,51,68,113,0.12,0.25,0.37,0.12,0.37,0.11,0.21,0.32,0.11,0.32,standard,ENG,"MF,FW",20.0,2000.0,16.0,648,746,86.9,8625,1644,408,446,91.5,186,203,91.6,21,31,4,3.4,2.6,0.6,27,45,14,1,68,passing,ENG,"MF,FW",20.0,2000.0,2,13,4,0.81,0.25,0,0,0,1.8,1.8,0.2,0.2,shooting,ENG,"MF,FW",20.0,2000.0,890,15,143,397,360,44,890,30,10,20,551,2941,1559,51,20,13,38,7,705,113,possession,ENG,"MF,FW",20.0,2000.0,14,7,5,5,4,6,17,11,15,1,14,10,24,12,0,defense,ENG,"MF,FW",20.0,2000.0,0,0,0,5,20,4,17,10,7,0,0,0,79,4,10,misc
ENG-Premier League,2021,Manchester Utd,Eric Bailly,CIV,DF,26.0,1994.0,12,10,916,10.2,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,6,37,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard,CIV,DF,26.0,1994.0,10.2,497,564,88.1,9002,3349,185,200,92.5,268,299,89.6,37,49,0,0.0,0.1,0.0,0,26,0,0,37,passing,CIV,DF,26.0,1994.0,0,2,0,0.2,0.0,0,0,0,0.1,0.1,-0.1,-0.1,shooting,CIV,DF,26.0,1994.0,652,92,339,304,14,4,652,4,4,0,429,2480,1331,6,5,0,7,0,424,0,possession,CIV,DF,26.0,1994.0,5,5,3,1,1,0,1,1,13,11,2,13,18,36,2,defense,CIV,DF,26.0,1994.0,3,0,0,10,4,0,0,13,5,0,0,0,73,24,17,misc
ENG-Premier League,2021,West Ham,Angelo Ogbonna,ITA,DF,32.0,1988.0,28,28,2492,27.7,3,0,3,3,0,0,5,0,1.7,1.7,0.8,2.5,7,36,3,0.11,0.0,0.11,0.11,0.11,0.06,0.03,0.09,0.06,0.09,standard,ITA,DF,32.0,1988.0,27.7,830,1022,81.2,16253,5523,240,271,88.6,495,560,88.4,87,163,0,0.8,0.6,-0.8,4,27,0,0,36,passing,ITA,DF,32.0,1988.0,3,13,4,0.47,0.14,0,0,0,1.7,1.7,1.3,1.3,shooting,ITA,DF,32.0,1988.0,1272,184,674,552,53,33,1272,4,3,1,691,4189,1833,7,4,1,4,5,723,3,possession,ITA,DF,32.0,1988.0,26,13,20,5,1,9,17,8,25,11,14,30,56,119,0,defense,ITA,DF,32.0,1988.0,5,0,0,28,9,1,3,30,13,0,0,0,125,63,46,misc
ENG-Premier League,2021,Manchester Utd,Anthony Elanga,SWE,FW,18.0,2002.0,2,2,155,1.7,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.5,2,3,13,0.58,0.0,0.58,0.58,0.58,0.26,0.02,0.28,0.26,0.28,standard,SWE,FW,18.0,2002.0,1.7,41,55,74.5,519,77,31,36,86.1,5,8,62.5,3,4,0,0.0,0.0,0.0,1,3,0,0,3,passing,SWE,FW,18.0,2002.0,1,2,1,1.16,0.58,0,0,0,0.4,0.4,0.6,0.6,shooting,SWE,FW,18.0,2002.0,84,2,15,33,39,5,84,7,3,4,57,262,68,2,3,0,8,2,65,13,possession,SWE,FW,18.0,2002.0,4,2,3,1,0,4,5,1,1,1,0,1,5,1,0,defense,SWE,FW,18.0,2002.0,0,0,0,2,4,1,2,1,2,0,0,0,9,1,4,misc
ENG-Premier League,2021,Leicester City,Wes Morgan,JAM,DF,36.0,1984.0,3,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,JAM,DF,36.0,1984.0,0.2,5,5,100.0,82,76,3,3,100.0,2,2,100.0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,passing,JAM,DF,36.0,1984.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,JAM,DF,36.0,1984.0,6,1,2,4,0,0,6,0,0,0,2,5,3,0,0,0,0,0,3,0,possession,JAM,DF,36.0,1984.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,defense,JAM,DF,36.0,1984.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,misc
ENG-Premier League,2021,Burnley,Jóhann Berg Guðmundsson,ISL,MF,29.0,1990.0,22,16,1363,15.1,2,0,2,2,0,0,2,0,1.2,1.2,0.5,1.7,25,31,74,0.13,0.0,0.13,0.13,0.13,0.08,0.03,0.11,0.08,0.11,standard,ISL,MF,29.0,1990.0,15.1,355,473,75.1,5201,1224,206,243,84.8,100,131,76.3,28,61,0,0.5,0.8,-0.5,9,25,12,4,31,passing,ISL,MF,29.0,1990.0,2,19,8,1.25,0.53,1,0,0,1.2,1.2,0.8,0.8,shooting,ISL,MF,29.0,1990.0,612,27,96,267,254,29,612,27,10,17,358,2073,798,25,15,2,17,12,414,74,possession,ISL,MF,29.0,1990.0,19,11,6,9,4,11,23,12,11,2,9,17,36,19,0,defense,ISL,MF,29.0,1990.0,2,0,0,11,16,1,31,17,11,0,0,0,81,19,27,misc
ENG-Premier League,2021,Manchester Utd,Edinson Cavani,URU,FW,33.0,1987.0,26,13,1375,15.3,10,3,13,10,0,0,4,0,8.0,8.0,2.2,10.3,5,30,80,0.65,0.2,0.85,0.65,0.85,0.52,0.15,0.67,0.52,0.67,standard,URU,FW,33.0,1987.0,15.3,264,343,77.0,3854,561,141,178,79.2,84,102,82.4,17,20,3,2.2,1.6,0.8,14,16,9,1,30,passing,URU,FW,33.0,1987.0,10,34,15,2.23,0.98,0,0,0,8.0,8.0,2.0,2.0,shooting,URU,FW,33.0,1987.0,466,12,34,196,238,69,466,12,6,6,223,764,185,5,4,4,31,10,337,80,possession,URU,FW,33.0,1987.0,12,8,1,8,3,2,13,11,2,0,2,6,18,11,0,defense,URU,FW,33.0,1987.0,4,0,0,21,13,6,4,6,8,0,0,0,41,10,17,misc
ENG-Premier League,2021,Chelsea,Edouard Mendy,SEN,GK,28.0,1992.0,31,31,2745,30.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SEN,GK,28.0,1992.0,30.5,874,1027,85.1,18386,10937,276,280,98.6,420,425,98.8,165,307,0,0.0,0.0,0.0,0,2,0,0,0,passing,SEN,GK,28.0,1992.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,SEN,GK,28.0,1992.0,1070,897,1065,5,0,0,1070,0,0,0,644,2691,1181,0,0,0,0,0,624,0,possession,SEN,GK,28.0,1992.0,0,0,0,0,0,0,1,1,0,0,0,1,1,9,3,defense,SEN,GK,28.0,1992.0,2,0,0,1,3,0,0,1,0,0,1,0,44,4,2,misc
ENG-Premier League,2021,Newcastle Utd,Elliot Anderson,ENG,MF,17.0,2002.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ENG,MF,17.0,2002.0,0.0,1,1,100.0,13,0,1,1,100.0,0,0,84.3,0,0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ENG,MF,17.0,2002.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ENG,MF,17.0,2002.0,2,0,0,1,1,1,2,0,0,0,1,1,0,0,0,0,0,0,1,1,possession,ENG,MF,17.0,2002.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,defense,ENG,MF,17.0,2002.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,misc
ENG-Premier League,2021,Crystal Palace,Eberechi Eze,ENG,MF,22.0,1998.0,34,29,2559,28.4,4,6,10,4,0,0,3,0,2.2,2.2,3.9,6.1,79,127,126,0.14,0.21,0.35,0.14,0.35,0.08,0.14,0.21,0.08,0.21,standard,ENG,MF,22.0,1998.0,28.4,945,1188,79.5,13623,3996,538,596,90.3,286,351,81.5,62,131,6,3.9,2.8,2.1,43,70,32,3,127,passing,ENG,MF,22.0,1998.0,4,37,13,1.3,0.46,4,0,0,2.2,2.2,1.8,1.8,shooting,ENG,MF,22.0,1998.0,1473,22,215,708,591,42,1473,118,64,54,967,6917,3318,79,70,18,57,37,1042,126,possession,ENG,MF,22.0,1998.0,27,14,11,13,3,16,35,19,19,3,16,24,51,9,1,defense,ENG,MF,22.0,1998.0,3,0,0,18,72,1,86,24,14,0,0,0,178,12,29,misc
ENG-Premier League,2021,Liverpool,Joël Matip,CMR,DF,28.0,1991.0,10,9,691,7.7,1,2,3,1,0,0,2,0,0.8,0.8,0.9,1.7,6,28,1,0.13,0.26,0.39,0.13,0.39,0.1,0.11,0.22,0.1,0.22,standard,CMR,DF,28.0,1991.0,7.7,479,546,87.7,8617,2709,165,177,93.2,273,294,92.9,31,61,2,0.9,0.4,1.1,3,16,1,0,28,passing,CMR,DF,28.0,1991.0,1,5,2,0.65,0.26,0,0,0,0.8,0.8,0.2,0.2,shooting,CMR,DF,28.0,1991.0,607,45,239,352,21,6,607,0,0,0,369,1899,1181,6,8,0,3,1,427,1,possession,CMR,DF,28.0,1991.0,14,9,7,7,0,7,8,1,6,0,6,7,21,22,0,defense,CMR,DF,28.0,1991.0,2,0,0,11,4,0,0,7,9,0,0,0,43,23,11,misc
